folder,image,object,minor_axis,major_axis,mean_gray
K0_incid,7,11,62.42258059880771,63.98133582885835,62.6274322169
K0_incid,7,12,62.556385481330985,63.32337158355073,61.0569131833
K0_incid,7,13,63.10180578660008,65.32976509782891,58.8665430955
K0_incid,7,14,62.65498401788145,65.40402647418821,59.8530142946
K0_incid,8,1,63.472221832175,64.8276084940786,56.3806870938
K0_incid,8,2,63.69605743774218,63.995274216755206,56.2699156514
K0_incid,8,3,62.419744584655476,64.29389228049133,56.3237067598
K0_incid,8,4,62.43751500215473,63.26012064911758,56.1218961625
K0_incid,8,7,63.19318268459922,64.31515404095256,57.0921341272
K0_incid,8,8,63.84282896544543,64.77758180203433,58.2828967643
K0_incid,8,9,62.39059560940314,63.51675496606541,55.9669023136
K0_incid,8,10,62.476377376579315,63.96103331462092,55.878585086
K0_incid,8,11,64.21948445210352,64.64766959286275,57.6518404908
K0_incid,8,12,64.04291440594929,65.12003295524678,59.4945021381
K0_incid,8,13,62.36227287890851,64.54530413708125,56.527364758
K0_incid,8,15,63.42632182593463,64.98701494448572,58.6163113994
K0_incid,8,17,64.44666950276793,64.54234917198592,56.7651561543
K0_incid,8,18,63.24437444757946,64.70162696950099,58.8169934641
K0_incid,9,3,62.81524128593838,64.64269518725872,56.4124843162
K0_incid,9,7,62.60911028955512,64.55662255515308,57.881147541
K0_incid,9,8,63.12690126906054,64.30392488780612,56.1352368999
K0_incid,9,9,62.53585866456283,64.35504987346931,56.7949367089
K0_incid,9,10,63.457284524406056,64.27717996655737,55.7479700187
K0_incid,9,11,63.03210556874404,63.45869802080043,55.927388535
K0_incid,9,12,63.45825377891879,64.19666594686848,56.9055659787
K0_incid,9,13,62.17515833440964,63.09120555167024,58.8794671865
K0_incid,9,14,62.98468660500168,64.64262490409862,56.0084480601
K0_incid,9,15,62.51210407540183,63.71183378540939,54.1739686601
K0_incid,9,16,63.97280444860331,65.24019881728809,55.3173634422
K0_incid,9,17,63.22915044185672,65.0789177599047,57.2246982358
K0_incid,9,18,63.26563806197728,64.8477957355246,56.9158646383
K0_incid,9,19,64.35454941312479,65.64348800883798,57.8344889961
K0_incid,9,20,64.27358398549039,66.44767037584059,58.3582935561
K0_incid,10,2,61.823119486955804,62.57044615148875,57.5637141916
K0_incid,10,4,62.723196957035036,63.00815795696474,56.1940058008
K0_incid,10,5,61.91257364074039,62.371174382038596,56.7720976253
K0_incid,10,6,62.596331329796726,63.29459132164567,56.9993571199
K0_incid,10,7,61.95329448324222,62.477531409626714,57.0516617308
K0_incid,10,8,61.909808663330935,62.57446960986755,56.986522025
K0_incid,10,9,61.1648364830532,64.03564671264093,56.0634765625
K0_incid,10,12,62.182421500274344,63.13994168105942,55.4459591042
K0_incid,10,13,62.959697664243535,63.61142319155907,55.3062977099
K0_incid,10,14,62.18206781911536,62.75404945347958,56.9402741514
K0_incid,10,15,61.495499350207254,63.372170930709366,54.6482329843
K0_incid,10,16,62.31735467994013,63.271409121160026,56.4664082687
K0_incid,10,17,62.17855029553899,62.94399677999936,55.3820370973
K0_incid,11,1,60.798226474535454,62.65680401915467,56.8284854564
K0_incid,11,2,62.37431841743904,63.18282408614104,56.3515347334
K0_incid,11,3,62.10196943339544,62.44059636339409,56.7642036125
K0_incid,11,4,61.95597115497803,62.59223561074212,56.1845648604
K0_incid,11,5,62.34415649235014,62.61118318111956,56.8342577488
K0_incid,11,6,62.13219641629058,62.548436721463524,55.5933813893
K0_incid,11,7,62.23909939655861,62.8305905131744,55.4949527841
K0_incid,11,8,62.15084276257576,63.730647172577335,54.2389067524
K0_incid,11,9,62.88211074472562,64.19861874418524,54.5760252366
K0_incid,11,10,61.37576999054221,62.231458888984434,55.4149432955
K0_incid,11,11,61.44433790257702,62.19970184157939,54.9059686562
K0_incid,11,12,62.391590275790456,63.55200879991115,56.0292416452
K0_incid,11,13,63.83121323018107,64.10042932502199,57.0283224401
K0_incid,11,14,62.28498120026214,64.43980833847013,56.1091716915
K0_incid,11,15,63.77289558740931,64.21823561315183,56.1815920398
K0_incid,12,1,61.477256832197035,62.339557772893755,58.0860465116
K0_incid,12,2,61.59840557224711,62.068107746016125,58.9283810793
K0_incid,12,3,61.14626273518075,62.20060548586265,58.4983255191
K0_incid,12,6,61.31523877942892,61.80082335452503,58.5994623656
K0_incid,12,8,62.11969625019751,62.537522580239695,58.0449033104
K0_incid,12,10,61.52712030734005,62.629894426229065,56.4163912756
K0_incid,12,11,61.847257287813115,62.689567238422484,56.347454844
K0_incid,12,12,61.98756522690696,62.87598507823155,58.0682783404
K0_incid,12,13,62.29030355683044,62.470935599158786,55.4394633508
K0_incid,12,14,62.32876978655653,62.71799307307301,56.0859934853
K0_incid,12,15,61.254757163853824,62.010250452228796,57.6178343949
K0_incid,12,16,61.57303289708883,62.72297154842006,55.692713485
K0_incid,12,17,62.02609005182543,63.663751682451746,56.3827797485
K0_incid,12,18,62.125015291315904,62.86696570481473,55.7610042387
K0_incid,12,19,60.87742128756093,62.55956636504486,57.3215122114
K0_incid,12,20,62.102618843605576,62.86074821484093,57.5795825179
K0_incid,13,1,62.506257617184225,63.17466055488389,57.7997420187
K0_incid,13,2,62.16037261759672,62.70092225020201,57.3034955897
K0_incid,13,3,61.610839663936,62.81215077013408,58.0207305035
K0_incid,13,4,62.838757393874104,63.3344738696284,59.28096
K0_incid,13,6,62.093589108626034,62.69445302496761,57.3513248283
K0_incid,13,8,61.64243419624286,62.526585745549745,58.4710934919
K0_incid,13,11,61.0470579198753,62.734285796831195,57.081
K0_incid,13,12,61.30866001809503,63.99770657588843,58.829697167
K0_incid,13,13,61.926358174008044,62.655912318337755,60.676731211
K0_incid,13,14,62.40288451890113,63.08922913290536,60.41461837
K0_incid,13,15,62.76958007315183,63.2339114566697,61.891883221
K0_incid,14,2,61.62904230155082,62.9672209106234,55.282244831
K0_incid,14,5,61.985528842167035,62.64918655723688,55.1036405379
K0_incid,14,6,61.423053707710594,62.776097404900426,56.8758256275
K0_incid,14,7,61.153337263920434,62.46838104492621,56.0326666667
K0_incid,14,8,61.515267250848154,62.344856140267794,55.8698539177
K0_incid,14,9,63.157436978616445,63.632664662633175,55.0950570342
K0_incid,14,10,61.562597810430475,62.134480469052065,55.2689747004
K0_incid,14,11,63.1033244860792,63.42230065666256,54.5822462615
K0_incid,14,12,62.202113212318956,63.75321034818867,56.3985228003
K0_incid,14,13,62.11300323521361,62.506289746939515,54.7445063955
K0_incid,14,14,62.61674616776996,63.0604331106364,54.8713318284
K0_incid,15,1,62.50868128973344,63.22257122554135,57.613922011
K0_incid,15,2,61.68986015321141,63.140806251848566,57.4560313828
K0_incid,15,4,61.524011064760955,62.37625364032771,56.4586790574
K0_incid,15,7,62.10637825075867,64.08277798715753,54.52
K0_incid,15,8,61.729792077308026,62.381937630601826,56.6689814815
K0_incid,15,9,62.72569073254776,62.95900641821675,54.7165430506
K0_incid,15,10,61.2075843455544,63.65690359022087,55.0526315789
K0_incid,15,11,61.287794780951884,63.15114338196098,55.2379855168
K0_incid,15,12,61.22965421554856,63.10562097554568,53.8589321028
K0_incid,15,13,61.94249340925721,62.43610665402063,56.3901876852
K0_incid,15,14,62.078337057702456,63.77759936373647,53.5455130267
K0_incid,15,15,62.7593033501373,63.30472964950477,54.7605769231
K0_incid,15,16,62.40530374645759,63.09308195428357,55.3641655886
K0_incid,15,17,61.753590109173814,63.29739592531758,55.2447051157
K0_incid,16,1,61.152147371213765,62.821455798380185,57.0500497183
K0_incid,16,2,61.701732888865834,62.46645147326101,56.689131153
K0_incid,16,3,61.510832260323205,62.84574868799854,57.108437706
K0_incid,16,4,60.99032505622281,62.72344868869761,56.8758322237
K0_incid,16,5,61.16334162446521,62.218269010520515,56.936746988
K0_incid,16,7,61.41394019185827,62.035707707020116,55.9852941176
K0_incid,16,8,62.38162884811063,63.03275867928193,56.9867227979
K0_incid,16,10,62.20105002813393,62.580440763599505,57.8240104678
K0_incid,16,12,61.96671570511768,63.45936459009904,57.8380829016
K0_incid,16,13,60.30085405982213,62.395839586131224,55.2940778342
K0_incid,16,14,62.03527030157656,63.83505328914876,57.8045016077
K0_incid,16,15,60.999802123748175,62.80737329917458,56.4027916251
K0_incid,17,1,61.20744376626299,63.04050889981003,58.0138705416
K0_incid,17,2,61.81442155893699,63.121233333742325,56.6453298498
K0_incid,17,3,61.64889746222064,62.6683954551206,56.4327176781
K0_incid,17,4,61.958001517688714,63.26866679917877,55.5866103347
K0_incid,17,5,61.32815037539997,63.16898743536984,55.9851973684
K0_incid,17,8,61.97466986454586,63.696002133272735,54.8369916075
K0_incid,17,10,61.99011660147616,62.113572538165656,55.3045349222
K0_incid,17,13,61.09718031648862,62.7414121528109,55.4916888298
K0_incid,17,14,62.0738176686287,63.13528316198273,54.8602080624
K0_incid,17,15,61.08759704953277,63.15859072481782,54.7198546416
K0_incid,17,17,61.486934831175454,62.825775737021125,55.143187067
K0_incid,17,18,61.25416622464709,62.032973179155235,57.0463087248
K0_incid,17,19,62.338481330301576,63.20758299717669,55.0054980595
K0_incid,17,20,61.47235812395958,63.12872792457438,57.7486859396
K0_incid,17,21,63.46019670802992,64.05522218003702,57.4871473354
K0_incid,18,1,61.124100129827745,62.269258998208834,55.0354633657
K0_incid,18,2,61.34408295313932,62.96337923112828,55.1839762611
K0_incid,18,3,61.192752461083224,62.71343589255305,55.2262773723
K0_incid,18,4,61.18367707542001,62.704212835783416,55.2130766678
K0_incid,18,5,62.519057904035414,63.50451874167597,56.5561257216
K0_incid,18,6,63.35922447376045,63.54723082240637,55.6081593928
K0_incid,18,7,61.63822103259828,62.577744894621674,55.9422251568
K0_incid,18,9,61.547200702892724,62.37493925426073,56.1774461028
K0_incid,18,10,62.13746681470415,63.099068474054334,55.120168886
K0_incid,18,12,62.07125043131762,63.30588118796786,56.1604018146
K0_incid,18,13,62.48281856103015,63.13709899345195,56.6504196256
K0_incid,18,14,62.793580101341846,63.884356616103375,56.3161904762
K0_incid,18,15,62.24465535366132,63.64501500873929,57.656380585
K0_incid,19,1,62.04772342025487,62.902454344624054,57.6553524804
K0_incid,19,2,61.55145813917439,62.574951526501344,55.9199205824
K0_incid,19,3,60.81768944693089,62.35171591686408,56.1951629157
K0_incid,19,5,60.557954758830284,63.34162617618909,54.3277703605
K0_incid,19,7,61.539514036182794,61.91575115775274,56.3714476764
K0_incid,19,8,61.59208340141862,62.72251646859242,55.1513852243
K0_incid,19,9,61.27820350959221,62.10020090142863,56.8637428858
K0_incid,19,10,61.308204237922894,62.935669754551554,54.46334214
K0_incid,19,11,61.94323480932548,62.961636055661245,56.0862463247
K0_incid,19,12,61.413424661365795,62.07370977073916,57.9856283422
K0_incid,19,13,62.41755707391034,62.83560674624177,55.8953866147
K0_incid,19,14,61.056776415821254,62.06318871777119,57.6923335575
K0_incid,19,15,61.48531242394898,61.74047189337399,56.1893252769
K0_incid,19,18,61.480957271509105,63.16071486022161,56.3107975057
K0_incid,19,19,61.32153863871292,62.53128288674137,56.7003322259
K0_incid,19,20,60.4928261068432,62.896763511799115,57.0659524607
K0_incid,19,21,61.45177851685116,62.790464313383474,57.076592935
K0_incid,20,1,62.16174866704156,63.84053287828086,56.9637355584
K0_incid,20,2,62.089981896007345,62.784389946112626,57.3721006207
K0_incid,20,3,62.18578252786693,62.591064206761956,57.7741300066
K0_incid,20,4,68.52433575007854,70.38266518730535,53.7185106945
K0_incid,20,5,61.75846163896043,62.76041757180953,57.1725271114
K0_incid,20,7,62.15230682954942,62.71893123853903,60.4550800392
K0_incid,20,9,60.66814759662772,63.44542334032814,59.9817336433
K0_incid,20,10,62.55972844533269,62.82697418801786,58.2747893714
K0_incid,20,11,62.125223271601506,62.55381243495577,59.2150114716
K0_incid,20,12,63.066402277330845,64.28949913936968,58.7376688658
K0_incid,20,13,62.299379766899115,63.51710084112629,59.891535243
K0_incid,20,14,62.49743017400272,62.69354847508688,60.6898569571
K0_incid,20,15,62.316009811386394,62.992712694224785,62.0950681376
K20_incid,1,1,68.05598231916666,69.82687127666385,54.2347896006
K20_incid,1,2,67.20301524304335,69.12863356384344,59.3427474637
K20_incid,1,3,69.89270393683456,70.86497947166924,58.0892260221
K20_incid,1,4,71.04434979208823,72.34022233408426,52.4287484511
K20_incid,1,5,67.76147665974415,69.35095525627187,55.8880758808
K20_incid,1,6,69.974207338804,71.3454459031618,52.5956632653
K20_incid,1,7,67.5965088328018,68.6430866669819,57.641405821
K20_incid,1,8,69.11303156835018,70.0246283454004,58.2907894737
K20_incid,1,9,68.9100249263011,69.76064999242844,53.3901986755
K20_incid,1,10,68.84495967311193,70.52023394607507,61.3223097113
K20_incid,1,11,70.30200803412912,70.95340421379,51.7347459791
K20_incid,1,12,69.2225607003591,69.57607153068149,54.0396720444
K20_incid,2,1,67.72347566237734,69.21213670396372,54.7085031242
K20_incid,2,2,67.26184353920763,68.98913137631624,55.1506586169
K20_incid,2,3,67.65783579864895,69.50178180245751,52.7042253521
K20_incid,2,4,67.08505057944767,69.37416703676766,55.5540355677
K20_incid,2,5,68.73736489837748,69.17177375113798,53.0265131227
K20_incid,2,6,68.10124984434249,69.21337073906466,52.7138611186
K20_incid,2,7,67.49179606656978,69.00105615801624,52.9496855346
K20_incid,2,8,68.09350100497097,68.4278220449959,53.8841213446
K20_incid,2,9,67.66650590571335,69.9984480684388,53.0417002959
K20_incid,2,10,67.93265040270386,68.93207584336645,53.0076149035
K20_incid,2,12,68.6616495059979,71.71895756654402,50.4679089027
K20_incid,2,13,67.94109622231993,70.04365646018526,53.3259298903
K20_incid,2,14,66.95965036688716,68.57856010209534,51.9828064337
K20_incid,2,16,69.98138148961374,71.4892749163261,51.4403061224
K20_incid,2,19,67.62295726796845,69.37126467452102,53.5279587405
K20_incid,3,2,66.54452301610412,69.22700306981734,53.6788482835
K20_incid,3,4,67.18431332079933,69.02468790911479,54.1724422442
K20_incid,3,5,67.99375210071194,68.49228781881278,56.7111597374
K20_incid,3,7,67.76641376956427,69.9415138287303,52.7352862134
K20_incid,3,9,68.16378271087905,69.41019015547813,55.6063543349
K20_incid,3,11,70.99451372665908,71.8839433126698,52.6805590217
K20_incid,3,13,0.0,0.0,44.0
K20_incid,3,16,66.10167432075652,68.03099558011851,52.9716713881
K20_incid,3,18,68.51806473903233,69.08616635014243,54.1764864138
K20_incid,3,19,69.55270517209506,69.67214983693849,52.4609724047
K20_incid,3,20,70.06053642492853,71.62818760414123,53.014213198
K20_incid,4,1,69.48644943504613,69.93225068709133,55.798689384
K20_incid,4,2,65.92041034825054,68.6506856147676,52.4673607203
K20_incid,4,3,69.016876992846,70.7826428858937,56.3645943098
K20_incid,4,6,68.83663392440674,70.78376867913322,51.1531625719
K20_incid,4,8,67.35529714678447,69.23689112992902,52.2177000819
K20_incid,4,9,67.29146760380947,68.99637556191409,53.9064471879
K20_incid,4,10,65.69236835815752,68.83515348796652,51.9952126162
K20_incid,4,11,66.47647610399731,69.22055096721797,52.4735676723
K20_incid,4,12,65.59409248731444,68.01181491504467,52.0530973451
K20_incid,4,13,68.47915502409451,70.26601147670593,50.9907137172
K20_incid,4,14,70.62107205876546,71.63441154334323,52.1998992951
K20_incid,4,15,68.07071832339662,69.18347792719942,52.5449118046
K20_incid,4,18,71.25731191852023,72.80535327966317,52.9810996564
K20_incid,4,19,69.47146724020867,70.36403013560093,52.8504818963
K20_incid,5,3,67.99611658261023,71.05904033080759,57.9770690564
K20_incid,5,4,67.38699299763572,70.63085715945583,55.9884934439
K20_incid,5,6,67.26445935844887,68.78447180711079,55.5372969997
K20_incid,5,7,66.9185116303177,68.39754489758745,55.1911519199
K20_incid,5,8,67.40446387870388,68.99992499306528,52.9329134721
K20_incid,5,9,67.73431276619745,68.7170765098459,53.5939808482
K20_incid,5,10,67.24148370667551,69.22169185242035,55.150752394
K20_incid,5,11,66.18907188112661,68.51939377137812,52.9862398203
K20_incid,5,12,69.05748205748426,70.29237127999879,54.0529905561
K20_incid,5,13,67.64554981365303,69.82850866103678,54.0862766244
K20_incid,5,15,69.07451248902434,70.46356838995747,53.1857666143
K20_incid,6,3,69.02535225223211,69.74184352270062,55.3944444444
K20_incid,6,6,69.56189455139257,70.32999856564335,54.4500260281
K20_incid,6,7,71.39909399759537,74.73537868188424,54.207398568
K20_incid,6,8,68.59410818129132,69.41177179575978,54.6795934742
K20_incid,6,9,67.49646477666587,68.9439593401311,55.1990690033
K20_incid,6,10,67.99006561606647,70.9358851184787,54.5124404447
K20_incid,6,11,68.69825621277819,69.98910243423487,53.8163646055
K20_incid,6,12,67.6933226245609,69.1517899510825,54.1926006529
K20_incid,6,13,69.3023353723323,70.44245692194941,53.1859676578
K20_incid,6,14,67.99283245408718,69.46145346178966,53.4826098679
K20_incid,6,15,70.97760664048195,71.48416754436437,52.3476405622
K20_incid,6,16,67.74785796813784,69.27619817989805,54.3985349973
K20_incid,6,17,67.60120127826634,69.71622701732767,55.2918130235
K20_incid,6,18,68.21454060382936,69.76585738788206,55.561412898
K20_incid,7,3,67.58333350166009,68.75061181677006,59.4788809654
K20_incid,7,7,66.08793108951846,69.1753187769298,56.8796322095
K20_incid,7,9,68.63582190762827,69.2588138712774,57.7186495177
K20_incid,7,14,69.94111106466632,70.63736465628382,55.7643115008
K20_incid,7,19,68.23457426233031,69.48014930178637,53.4175174637
K20_incid,7,20,69.9269934512304,70.11725993618403,54.9365079365
K20_incid,7,21,70.06312836551278,70.57642585640308,53.7058217414
K20_incid,7,22,67.26571888135508,68.10010743866067,55.8442714127
K20_incid,7,25,69.20230316511115,70.42217351787266,55.8776790382
K20_incid,7,28,68.65855934721979,70.93091289843976,54.9047868166
K20_incid,7,36,70.36970433375028,71.67113521630829,55.4372316241
K20_incid,8,1,67.40126681874465,70.52693977954334,55.8798605524
K20_incid,8,2,67.3446049835978,69.26708205736,55.1311833834
K20_incid,8,5,69.41644203294452,69.76071433534743,56.2077409163
K20_incid,8,6,68.81915574662894,69.56196188855256,54.1182423435
K20_incid,8,11,69.86378948939213,73.01594782233715,53.7226386807
K20_incid,8,12,70.89498566161157,71.71231123730058,55.0804712961
K20_incid,8,13,69.108727108684,70.58626715401209,54.3608570682
K20_incid,8,14,70.05478367202603,70.49029490952076,56.2553576039
K20_incid,8,15,68.37470463471139,69.92801061369045,54.9954678752
K20_incid,8,16,68.9632289845388,69.79254169613642,55.0293961864
K20_incid,9,1,68.4556165179984,69.0990852711614,54.8225154861
K20_incid,9,2,68.53184268620187,70.13284241165374,53.8343493241
K20_incid,9,3,67.56846073057932,68.63120150464007,54.5425824176
K20_incid,9,4,70.00331660461019,71.28098308152221,54.3997957621
K20_incid,9,6,67.13403818745802,68.09200164912058,53.1627647715
K20_incid,9,7,68.97257342332935,70.024919820656,56.5145118734
K20_incid,9,10,68.60734762834785,68.77751043291813,54.2595193087
K20_incid,9,14,0.0,0.0,49.0
K20_incid,9,18,69.38206989741226,72.07845376404448,54.1495160469
K20_incid,9,24,69.74088376275928,71.35035247492537,59.1454173067
K20_incid,9,26,67.6451313668502,69.34993295764251,57.4103747963
K20_incid,10,2,70.30563801722393,71.78168398391726,55.6905784289
K20_incid,10,4,73.06398917849246,73.2046156436555,53.2166348904
K20_incid,10,8,69.29265828358864,70.24595222731247,54.9853364755
K20_incid,10,10,68.30255654673981,69.02208641022388,54.032449973
K20_incid,10,11,68.18597018159076,70.25344648605908,55.7149321267
K20_incid,10,12,68.45616896347377,69.44912632872223,54.4461126005
K20_incid,10,13,68.20807817225715,69.45777294353339,56.1859026096
K20_incid,10,14,67.88590947650664,69.26597416351451,54.6275413391
K20_incid,10,15,67.80864386166873,68.8749747886092,55.1615720524
K20_incid,10,16,68.6031654335888,70.97025806551973,54.7691099476
K20_incid,10,17,69.30031578192104,69.57269255365966,57.7340031729
K20_incid,10,18,70.61409599649427,71.90684634521068,54.5913654618
K20_incid,10,19,68.12959814927316,68.32657845223963,56.6856516977
K20_incid,11,2,67.00456238902498,69.33731244830915,55.5816186557
K20_incid,11,5,68.09507254897134,70.61908798374797,55.303552492
K20_incid,11,7,67.94478099364181,69.04059094060128,53.8945938604
K20_incid,11,9,70.95999882057538,71.51094951369106,55.0379206429
K20_incid,11,10,66.6496753146465,68.15648244137,54.7230639731
K20_incid,11,11,67.33507153253626,69.05102196741569,54.4152960526
K20_incid,11,16,68.88223135261484,70.36005904982787,54.7412569024
K20_incid,11,17,65.53881427655966,68.39638404317735,55.0753483082
K20_incid,11,18,69.24038738688404,69.49213207529282,54.827065678
K20_incid,11,22,69.17251591660273,69.68664613137264,56.2993916953
K20_incid,11,23,68.73959280671588,68.99967193667595,56.6082751209
K20_incid,11,24,68.89685020980858,72.14243544382066,56.1535695942
K20_incid,12,2,68.17628928461686,69.31810930397917,58.1263810294
K20_incid,12,9,67.53421179778948,69.013457466012,56.3710382514
K20_incid,12,10,67.17654543205066,68.22610698305355,56.6382328425
K20_incid,12,12,67.30426517736413,68.2449661116304,55.6052120876
K20_incid,12,14,66.27556130331722,68.25744402468699,53.4346846847
K20_incid,12,16,67.11915715550242,67.51568906272645,53.6559865093
K20_incid,12,20,66.76080807827957,68.7743145479964,53.0773925104
K20_incid,12,21,66.92685210090305,69.54187469198735,52.9510259918
K20_incid,12,22,71.0842192611237,72.37131622995368,54.4351485149
K20_incid,12,23,68.75097507564271,70.34038236977243,54.8875427969
K20_incid,12,24,70.41296655304214,71.92573897925578,55.4239376414
K20_incid,13,3,68.842799652969,70.75395583549628,53.7628138075
K20_incid,13,4,68.19652070489558,69.35639448464829,54.7594936709
K20_incid,13,5,68.50168488173743,69.03680079969426,54.5779692971
K20_incid,13,7,67.71442629265414,69.50369878561564,54.0067658999
K20_incid,13,8,67.71563241914811,70.02508248839834,52.7855415211
K20_incid,13,13,69.48499970651072,70.72753263965303,52.635986518
K20_incid,13,17,67.96691727764926,69.83557376302291,54.8150831991
K20_incid,13,19,70.57633192647,70.93856072478837,54.0814042228
K20_incid,14,1,68.2526852647891,70.38670356767402,63.1579644845
K20_incid,14,2,67.69240476446609,69.26036714012825,54.3734383487
K20_incid,14,6,68.77368806800848,69.6689464704792,55.9657188413
K20_incid,14,7,66.96886765462078,69.24715337988137,57.4071938495
