,folder,image,object,minor_axis,major_axis,mean_gray
212,K0_incid,19,8,74.56430391439375,74.72319574681944,73.9510857143
213,K0_incid,19,9,73.12242799977861,75.13294456920548,72.77770051
214,K0_incid,19,10,73.0788816805472,73.99681348895865,72.79486575600001
215,K0_incid,19,11,72.55333977053219,73.33151615244695,71.6339478094
216,K0_incid,19,12,73.38060774168329,74.29154415526871,74.1485981308
217,K0_incid,20,1,73.67419485181465,74.39819370248492,74.3576914126
218,K0_incid,20,2,72.60596579040467,74.21246474439764,74.4660194175
219,K0_incid,20,3,73.10274277962236,74.22766970434556,75.2360131641
220,K0_incid,20,4,72.8591040373232,73.38568911409814,75.2053912214
221,K0_incid,20,8,71.98465759906857,73.56001726483154,75.2247109827
222,K0_incid,20,9,73.51557780323537,73.92565646868906,75.1450704225
223,K0_incid,20,12,72.74248534413749,73.88795493217876,75.1967718965
224,K0_incid,20,13,73.43867666470392,74.69643648681212,75.1944638288
225,K0_incid,20,15,73.01172077318954,73.4995001844008,74.1638135996
226,K20_incid,1,1,78.62241349453087,81.59649888467501,54.8530871551
227,K20_incid,1,2,79.7185504279449,82.06876552477341,55.562585166400005
228,K20_incid,1,3,78.97285205482548,80.62042522219836,54.3403361345
229,K20_incid,1,4,76.7843567336474,79.41020263161546,54.9452798663
230,K20_incid,1,5,79.31348999214585,79.49655824204093,54.0708947687
231,K20_incid,1,9,79.97399567097536,80.72353680549537,53.5245610574
232,K20_incid,1,10,82.03560612684404,83.27183941996441,54.05724407979999
233,K20_incid,1,11,80.79161698257438,82.14459916116546,53.4912684705
234,K20_incid,1,14,79.43768294660961,80.6979398626782,53.067554142700004
235,K20_incid,2,1,78.41446502934745,80.54203582268809,57.3147177419
236,K20_incid,2,2,78.36788307119744,80.49579953125081,52.2769479209
237,K20_incid,2,4,79.31898972127973,79.77730579601939,52.535721473100004
238,K20_incid,2,6,80.84025418858525,82.71355200939844,53.6709222561
239,K20_incid,2,7,79.54032493398564,81.19002003563219,51.121672253999996
240,K20_incid,2,8,77.56111564376016,79.07385726733342,51.6756082346
241,K20_incid,2,9,76.46631318657244,79.07043988455108,53.4661891721
242,K20_incid,2,10,77.56115790983937,79.37921077795805,53.048397104399996
243,K20_incid,2,11,81.83398457474372,83.02183689853719,51.877038425500004
244,K20_incid,2,12,79.37466540389221,80.62202361524524,49.9564179104
245,K20_incid,2,15,77.30401283459166,80.79192629037678,50.5462887439
246,K20_incid,2,22,79.05664010393109,79.95699057731206,52.7136812412
247,K20_incid,2,23,80.41079150979722,81.15922555053639,53.1422152764
248,K20_incid,3,4,78.52167635494331,79.59611822768291,52.424872578999995
249,K20_incid,3,5,79.64704937721997,80.62473320530574,55.3653502679
250,K20_incid,3,6,78.95847647106753,80.51888519670504,52.14749499
251,K20_incid,3,7,76.35156490331461,79.67674420794417,53.8193250891
252,K20_incid,3,8,77.7950400574712,79.85476913929915,53.118358974399996
253,K20_incid,3,9,75.1957856704021,77.18764280012779,52.0781902043
254,K20_incid,3,12,76.28977478663559,78.46387634800355,52.011286201000004
255,K20_incid,3,13,82.01179064574023,85.95060435729481,48.788103417100004
256,K20_incid,3,14,78.12649127914143,80.45475478997773,51.3736820762
257,K20_incid,4,2,79.71194383615851,80.454307407156,52.808142999
258,K20_incid,4,6,79.39917159038451,81.45987675969431,52.2955306163
259,K20_incid,4,8,78.77023709507749,79.75832457140137,52.8293473855
260,K20_incid,4,9,78.76512318870209,80.009604522285,52.3802788442
261,K20_incid,4,11,79.65649335711308,81.44053680398457,54.9770182675
262,K20_incid,4,12,80.14947192986922,80.59462629300869,55.6461994077
263,K20_incid,4,13,78.66682743599628,80.77305040919312,54.0435568045
264,K20_incid,5,1,80.11915784957189,81.18830153241042,53.0841816758
265,K20_incid,5,2,77.99254888040066,80.51673784629129,53.7213546948
266,K20_incid,5,3,79.85102384900608,82.88606816077281,50.7546661536
267,K20_incid,5,5,79.41905832503154,80.35539663823684,52.8193973259
268,K20_incid,5,6,79.54347265007334,80.86916729464474,51.487626212600006
269,K20_incid,5,10,78.90330602746275,79.66760525195812,51.363138686099994
270,K20_incid,5,11,79.36142831392057,81.55906136799274,51.877828054300004
271,K20_incid,5,13,78.77809660670958,81.23308699534331,51.5657711443
272,K20_incid,6,2,77.36550447262238,79.76491545153543,51.6477507222
273,K20_incid,6,3,78.68311867782725,80.15877079330872,51.9232788209
274,K20_incid,6,4,78.03648576575785,80.36540191563887,51.5482233503
275,K20_incid,6,5,80.28564129683161,81.98706813087729,52.0435371517
276,K20_incid,6,7,79.09676574146036,81.70694199990645,51.4019704433
280,K20_incid,7,1,79.27444038223516,81.25910374220423,53.510680379700005
281,K20_incid,7,2,77.16830593754253,79.86311073782535,53.2817279868
282,K20_incid,7,3,78.68185344051552,79.36043120317987,53.451652386800006
283,K20_incid,7,4,82.17719971123785,82.84277253799604,51.9148577844
284,K20_incid,7,5,78.97806202940806,79.87521008174632,51.9983844911
285,K20_incid,7,6,77.68666367839498,79.08646875628806,53.1596516691
286,K20_incid,7,10,81.57537541252509,82.05583792343471,51.22192615149999
287,K20_incid,7,12,80.85132021027121,82.83240439771576,53.6553693831
288,K20_incid,7,13,78.02385029167091,80.7259170948283,52.3345469256
289,K20_incid,7,14,80.70030065095905,81.87502812953116,53.175993824799995
290,K20_incid,7,15,79.88664633882252,81.19986252745824,51.654095462600004
291,K20_incid,8,1,78.65283117879187,81.19510260024627,52.8878019565
292,K20_incid,8,2,78.33151207298772,79.80178499424622,54.512329325500005
293,K20_incid,8,3,79.40290406102055,80.41864737366977,56.3833566154
294,K20_incid,8,4,79.89925654707254,81.22392123794836,52.817360565600005
295,K20_incid,8,5,79.89539621837449,82.02070840223506,54.60606649819999
296,K20_incid,8,6,77.47833022452555,80.2974296758158,52.5289780872
297,K20_incid,8,7,78.55758774924833,80.50022439176283,54.9683722804
298,K20_incid,8,8,78.16650805237501,80.68665524116359,54.72591395680001
299,K20_incid,8,19,77.68668867509685,80.23655096836838,58.264309076
301,K20_incid,9,2,78.5111315218177,80.07728420707777,51.997771926300004
302,K20_incid,9,3,79.26034507502442,80.48338799297605,51.2066280695
303,K20_incid,9,5,79.08926740009288,80.30842559887536,51.8058953279
304,K20_incid,9,6,79.90234325128294,80.65482981937086,51.776921557
305,K20_incid,9,7,78.18542005070358,81.40563306407985,52.6444577831
306,K20_incid,9,8,80.92091289416557,82.8218639437476,51.1259737792
307,K20_incid,9,9,78.49219419100307,81.68568145025127,51.58533677729999
308,K20_incid,9,10,80.19904486647646,80.5178403567293,52.658055610299996
309,K20_incid,9,11,79.46369783064495,80.73854907066675,51.6585946804
310,K20_incid,10,1,80.37345016195087,80.87533255698105,55.9125833007
311,K20_incid,10,3,76.8277327896513,79.48665896653672,56.723763822200006
312,K20_incid,10,4,77.93323722432206,80.96438749774293,55.7641357027
313,K20_incid,10,8,79.91129431042489,80.6026393849454,55.4554808073
314,K20_incid,10,9,80.11863101301758,80.877226267228,53.8987217306
315,K20_incid,10,13,79.16713706189898,80.00485388655976,54.1987127916
316,K20_incid,10,14,80.21589966638773,81.11988967572836,54.393108848900006
317,K20_incid,10,17,77.89506294688344,80.90369478165364,52.6207802709
318,K20_incid,10,18,79.34708356429427,80.31953793442995,53.1678992604
319,K20_incid,10,20,79.19782855788952,79.97577379054766,54.0931214803
320,K20_incid,11,1,79.39474896155038,80.56331761739139,57.3259008561
321,K20_incid,11,2,79.57104907662183,80.22177431780781,56.615000997399996
322,K20_incid,11,3,78.97563693889477,79.48760817288576,57.9983772819
323,K20_incid,11,4,77.40807086798941,80.02847415691463,55.9383223684
324,K20_incid,11,5,78.29922306790847,81.3395264019356,53.664667066599996
325,K20_incid,11,6,78.28963269170774,79.49370253909007,55.2994269341
326,K20_incid,11,7,78.83665092267911,80.50990637476127,51.87578014899999
327,K20_incid,11,9,79.50235721065899,82.6071796451097,51.907288629700005
328,K20_incid,11,12,80.59614111206042,82.23282933271703,51.3018831668
329,K20_incid,11,14,81.72731306177337,83.48757543687941,52.5170804555
330,K20_incid,11,15,78.15692528525386,78.5988761284139,51.6770315091
331,K20_incid,11,16,80.48979850557414,80.78401142964634,51.8444966706
332,K20_incid,11,17,79.41074290597537,80.75086842971659,53.57239324729999
333,K20_incid,11,18,81.5058006842777,82.31143272528763,51.96981776770001
334,K20_incid,12,1,81.14229122252344,81.80534716717297,57.8478802993
335,K20_incid,12,13,79.98783739733383,80.97262733859688,53.06547384979999
336,K20_incid,12,15,79.24006630788304,81.09573648357895,54.774474831499994
337,K20_incid,12,16,79.38849111560378,80.796226925914,51.9591026405
338,K20_incid,12,17,79.50125973971461,79.88413662285602,54.890916382600004
339,K20_incid,12,18,80.38719290609676,81.44034503294995,51.429488426400006
340,K20_incid,12,19,79.2566205779618,81.01895768531031,51.5317334391
341,K20_incid,13,1,78.68739734958835,80.74636391043137,54.1034482759
342,K20_incid,13,2,77.92066712319391,81.66778556845284,51.9731785428
343,K20_incid,13,3,77.55308711299156,81.00113370536003,52.8148676171
344,K20_incid,13,5,78.94356411760515,81.45797869812208,53.28916617149999
345,K20_incid,13,6,79.70055589944404,80.06315599982409,52.5003992016
346,K20_incid,13,7,81.75491596530699,83.2728293708743,52.5128205128
347,K20_incid,13,10,79.44111068863306,80.07620998982469,52.9243243243
348,K20_incid,13,11,79.22075987977297,81.4047422803377,52.5545239036
349,K20_incid,13,12,78.80231176035484,80.38350805250165,52.4646160032
350,K20_incid,13,13,80.58631390993868,81.12559740002264,52.4835378921
351,K20_incid,13,14,78.87398989029343,79.62891312325837,53.5512066518
352,K20_incid,14,1,79.30002446314805,81.21193348658362,54.580779118100004
353,K20_incid,14,2,79.29306128685779,80.99762686215061,53.72813801310001
354,K20_incid,14,3,77.36874886389184,79.12041356916596,54.830039525699995
355,K20_incid,14,4,77.93393770432483,79.90127515122536,54.9284253579
356,K20_incid,14,5,78.04220940987449,80.39754606102598,52.6508323183
357,K20_incid,14,6,78.9329481152093,79.92117671621881,53.5651120533
358,K20_incid,14,7,77.66357322875206,78.50431556256498,53.7050960735
359,K20_incid,14,9,78.96072614450674,80.55153060954461,53.0848848849
360,K20_incid,14,11,76.3132167694994,79.71952622956009,53.4597652976
361,K20_incid,14,15,78.4012269688032,80.54558468597355,52.7463198225
362,K20_incid,14,16,76.8092271549645,80.37379867659934,51.1906534326
363,K20_incid,14,18,77.51838004717837,80.94269282732341,53.4106417547
364,K20_incid,15,1,79.51649742541045,81.58311723579618,52.3013160479
365,K20_incid,15,4,79.24746033282352,81.33891300030108,52.4138680363
366,K20_incid,15,5,80.25154036109642,81.43577563764694,51.950506625100004
367,K20_incid,15,6,81.87062504119336,83.39927369679505,51.54065647149999
368,K20_incid,15,7,79.92697245599132,81.26807453868264,51.9874509804
369,K20_incid,15,8,79.83302052825479,80.71473611151774,53.189328063199994
370,K20_incid,15,10,79.78689101244895,80.0077226299141,54.3971673649
371,K20_incid,15,12,80.11800042431726,81.48676173106239,53.0138482543
372,K20_incid,15,13,80.1863666864836,81.05336603928346,54.7227121301
373,K20_incid,16,1,79.27704783167842,81.36874954900162,53.6775913129
374,K20_incid,16,2,79.71803067153148,81.40162317188516,52.2204089658
375,K20_incid,16,3,79.4585821837407,81.20206649016771,53.7931306751
376,K20_incid,16,5,77.52165894440066,79.36116558201628,53.557234527
377,K20_incid,16,6,78.02425791288049,80.00873175996324,53.9536923705
378,K20_incid,16,7,78.48202636405148,80.32318704488621,54.1483127905
379,K20_incid,16,8,79.14500391315853,80.03234536516051,53.193243515
380,K20_incid,16,9,77.6337294775031,78.74816861186945,53.0541553843
381,K20_incid,16,11,78.98737723699118,80.85281824451322,53.235493519399995
382,K20_incid,16,13,78.38163255268394,80.89328923379794,53.292829885500005
383,K20_incid,17,1,80.01319855572133,80.39109853033358,55.146848989300004
384,K20_incid,17,2,78.9979152743459,80.03942825440781,55.7702076194
385,K20_incid,17,3,79.53265933254283,79.91050499070406,58.2485456369
386,K20_incid,17,4,78.83258476038883,80.31760629297136,56.4054761425
387,K20_incid,17,5,78.85041986644157,79.780311053502,56.7373860182
388,K20_incid,17,6,80.01031698233176,81.09587612722359,57.041642113500004
389,K20_incid,17,7,77.13584679282603,80.35705830544023,59.429454171
390,K20_incid,17,8,79.52129598964413,79.94295875399918,59.091838780799996
391,K20_incid,18,1,78.27187334740256,80.17868389952001,54.63149350649999
392,K20_incid,18,2,79.2390498261281,80.4323567979115,54.1228771229
393,K20_incid,18,3,78.20492048139776,80.81261185425963,54.608020959300006
394,K20_incid,18,4,80.33066742461371,80.62805188500722,56.3271726308
395,K20_incid,18,5,80.23870728218591,81.56928638135537,54.9439688716
396,K20_incid,18,6,78.64764008545734,79.97505286460495,54.813120064799996
397,K20_incid,18,7,79.66803686892759,80.68527450334432,54.6883914422
398,K20_incid,18,8,81.02380260372784,81.40210577768505,55.2046727167
399,K20_incid,19,1,80.3661531598042,81.83583933714854,54.601278079
400,K20_incid,19,2,77.83728254101815,81.50009528422689,53.019277108400004
401,K20_incid,19,11,79.37056558822609,81.05602145767277,53.236935867
402,K20_incid,19,13,78.16014570095086,79.59150637934995,53.3015353122
403,K20_incid,19,14,80.08912260403788,80.69587635704906,54.8419392984
404,K20_incid,19,15,77.81514601078965,80.32690317928427,53.891605542
405,K20_incid,19,16,79.73108374518986,80.20575277894913,54.157538339
406,K20_incid,19,17,77.77245375499038,79.53208704491469,53.1237389335
