folder,image,initial_radius,delta_radius,auto_withborder,auto_noborder
K0_incid,11,35,8,13,11
K0_incid,11,35,10,13,11
K0_incid,11,35,12,13,11
K0_incid,11,35,14,13,11
K0_incid,11,35,16,13,11
K0_incid,11,35,18,13,11
K0_incid,11,35,20,13,11
K0_incid,11,40,2,0,0
K0_incid,11,40,4,0,0
K0_incid,11,40,6,0,0
K0_incid,11,40,8,0,0
K0_incid,11,40,10,0,0
K0_incid,11,40,12,0,0
K0_incid,11,40,14,0,0
K0_incid,11,40,16,0,0
K0_incid,11,40,18,0,0
K0_incid,11,40,20,0,0
K0_incid,12,5,2,27,16
K0_incid,12,5,4,23,14
K0_incid,12,5,6,25,16
K0_incid,12,5,8,22,14
K0_incid,12,5,10,24,15
K0_incid,12,5,12,21,14
K0_incid,12,5,14,22,14
K0_incid,12,5,16,21,13
K0_incid,12,5,18,21,14
K0_incid,12,5,20,21,14
K0_incid,12,10,2,26,16
K0_incid,12,10,4,24,15
K0_incid,12,10,6,24,15
K0_incid,12,10,8,24,15
K0_incid,12,10,10,20,14
K0_incid,12,10,12,24,15
K0_incid,12,10,14,20,14
K0_incid,12,10,16,20,14
K0_incid,12,10,18,20,14
K0_incid,12,10,20,20,14
K0_incid,12,15,2,25,16
K0_incid,12,15,4,24,16
K0_incid,12,15,6,20,14
K0_incid,12,15,8,21,15
K0_incid,12,15,10,22,15
K0_incid,12,15,12,19,14
K0_incid,12,15,14,19,14
K0_incid,12,15,16,20,14
K0_incid,12,15,18,20,14
K0_incid,12,15,20,22,15
K0_incid,12,20,2,24,16
K0_incid,12,20,4,22,15
K0_incid,12,20,6,19,14
K0_incid,12,20,8,21,15
K0_incid,12,20,10,18,14
K0_incid,12,20,12,19,14
K0_incid,12,20,14,22,15
K0_incid,12,20,16,20,14
K0_incid,12,20,18,17,13
K0_incid,12,20,20,17,13
K0_incid,12,25,2,23,15
K0_incid,12,25,4,20,14
K0_incid,12,25,6,20,14
K0_incid,12,25,8,19,14
K0_incid,12,25,10,21,15
K0_incid,12,25,12,19,14
K0_incid,12,25,14,18,14
K0_incid,12,25,16,18,14
K0_incid,12,25,18,18,14
K0_incid,12,25,20,18,14
K0_incid,12,30,2,24,16
K0_incid,12,30,4,22,15
K0_incid,12,30,6,21,15
K0_incid,12,30,8,18,14
K0_incid,12,30,10,18,14
K0_incid,12,30,12,18,14
K0_incid,12,30,14,18,14
K0_incid,12,30,16,18,14
K0_incid,12,30,18,18,14
K0_incid,12,30,20,18,14
K0_incid,12,35,2,18,13
K0_incid,12,35,4,18,13
K0_incid,12,35,6,18,13
K0_incid,12,35,8,18,13
K0_incid,12,35,10,18,13
K0_incid,12,35,12,18,13
K0_incid,12,35,14,18,13
K0_incid,12,35,16,18,13
K0_incid,12,35,18,18,13
K0_incid,12,35,20,18,13
K0_incid,12,40,2,0,0
K0_incid,12,40,4,0,0
K0_incid,12,40,6,0,0
K0_incid,12,40,8,0,0
K0_incid,12,40,10,0,0
K0_incid,12,40,12,0,0
K0_incid,12,40,14,0,0
K0_incid,12,40,16,0,0
K0_incid,12,40,18,0,0
K0_incid,12,40,20,0,0
K0_incid,13,5,2,25,14
K0_incid,13,5,4,25,14
K0_incid,13,5,6,22,11
K0_incid,13,5,8,25,14
K0_incid,13,5,10,23,12
K0_incid,13,5,12,22,11
K0_incid,13,5,14,23,12
K0_incid,13,5,16,22,11
K0_incid,13,5,18,22,11
K0_incid,13,5,20,22,11
K0_incid,13,10,2,21,12
K0_incid,13,10,4,18,12
K0_incid,13,10,6,18,12
K0_incid,13,10,8,18,12
K0_incid,13,10,10,17,11
K0_incid,13,10,12,17,11
K0_incid,13,10,14,17,11
K0_incid,13,10,16,17,11
K0_incid,13,10,18,17,11
K0_incid,13,10,20,17,11
K0_incid,13,15,2,16,12
K0_incid,13,15,4,16,12
K0_incid,13,15,6,16,12
K0_incid,13,15,8,16,12
K0_incid,13,15,10,16,12
K0_incid,13,15,12,16,12
K0_incid,13,15,14,16,12
K0_incid,13,15,16,16,12
K0_incid,13,15,18,16,12
K0_incid,13,15,20,16,12
K0_incid,13,20,2,15,11
K0_incid,13,20,4,15,11
K0_incid,13,20,6,15,11
K0_incid,13,20,8,15,11
K0_incid,13,20,10,15,11
K0_incid,13,20,12,15,11
K0_incid,13,20,14,15,11
K0_incid,13,20,16,15,11
K0_incid,13,20,18,15,11
K0_incid,13,20,20,15,11
K0_incid,13,25,2,14,11
K0_incid,13,25,4,14,11
K0_incid,13,25,6,14,11
K0_incid,13,25,8,14,11
K0_incid,13,25,10,14,11
K0_incid,13,25,12,14,11
K0_incid,13,25,14,14,11
K0_incid,13,25,16,14,11
K0_incid,13,25,18,14,11
K0_incid,13,25,20,14,11
K0_incid,13,30,2,13,11
K0_incid,13,30,4,13,11
K0_incid,13,30,6,13,11
K0_incid,13,30,8,13,11
K0_incid,13,30,10,13,11
K0_incid,13,30,12,13,11
K0_incid,13,30,14,13,11
K0_incid,13,30,16,13,11
K0_incid,13,30,18,13,11
K0_incid,13,30,20,13,11
K0_incid,13,35,2,12,11
K0_incid,13,35,4,12,11
K0_incid,13,35,6,12,11
K0_incid,13,35,8,12,11
K0_incid,13,35,10,12,11
K0_incid,13,35,12,12,11
K0_incid,13,35,14,12,11
K0_incid,13,35,16,12,11
K0_incid,13,35,18,12,11
K0_incid,13,35,20,12,11
K0_incid,13,40,2,0,0
K0_incid,13,40,4,0,0
K0_incid,13,40,6,0,0
K0_incid,13,40,8,0,0
K0_incid,13,40,10,0,0
K0_incid,13,40,12,0,0
K0_incid,13,40,14,0,0
K0_incid,13,40,16,0,0
K0_incid,13,40,18,0,0
K0_incid,13,40,20,0,0
K0_incid,14,5,2,23,13
K0_incid,14,5,4,22,13
K0_incid,14,5,6,21,13
K0_incid,14,5,8,22,13
K0_incid,14,5,10,21,13
K0_incid,14,5,12,21,13
K0_incid,14,5,14,21,13
K0_incid,14,5,16,21,13
K0_incid,14,5,18,21,13
K0_incid,14,5,20,21,13
K0_incid,14,10,2,26,13
K0_incid,14,10,4,24,13
K0_incid,14,10,6,21,13
K0_incid,14,10,8,20,13
K0_incid,14,10,10,20,13
K0_incid,14,10,12,21,13
K0_incid,14,10,14,20,13
K0_incid,14,10,16,20,13
K0_incid,14,10,18,20,13
K0_incid,14,10,20,20,13
K0_incid,14,15,2,19,13
K0_incid,14,15,4,19,13
K0_incid,14,15,6,19,13
K0_incid,14,15,8,19,13
K0_incid,14,15,10,19,13
K0_incid,14,15,12,19,13
K0_incid,14,15,14,19,13
K0_incid,14,15,16,19,13
K0_incid,14,15,18,19,13
K0_incid,14,15,20,19,13
K0_incid,14,20,2,19,13
K0_incid,14,20,4,18,13
K0_incid,14,20,6,18,13
K0_incid,14,20,8,18,13
K0_incid,14,20,10,18,13
K0_incid,14,20,12,18,13
K0_incid,14,20,14,18,13
K0_incid,14,20,16,18,13
K0_incid,14,20,18,18,13
K0_incid,14,20,20,18,13
K0_incid,14,25,2,17,13
K0_incid,14,25,4,17,13
K0_incid,14,25,6,17,13
K0_incid,14,25,8,17,13
K0_incid,14,25,10,17,13
K0_incid,14,25,12,17,13
K0_incid,14,25,14,17,13
K0_incid,14,25,16,17,13
K0_incid,14,25,18,17,13
K0_incid,14,25,20,17,13
K0_incid,14,30,2,15,13
K0_incid,14,30,4,15,13
K0_incid,14,30,6,15,13
K0_incid,14,30,8,15,13
K0_incid,14,30,10,15,13
K0_incid,14,30,12,15,13
K0_incid,14,30,14,15,13
K0_incid,14,30,16,15,13
K0_incid,14,30,18,15,13
K0_incid,14,30,20,15,13
K0_incid,14,35,2,12,11
K0_incid,14,35,4,12,11
K0_incid,14,35,6,12,11
K0_incid,14,35,8,12,11
K0_incid,14,35,10,12,11
K0_incid,14,35,12,12,11
K0_incid,14,35,14,12,11
K0_incid,14,35,16,12,11
K0_incid,14,35,18,12,11
K0_incid,14,35,20,12,11
K0_incid,14,40,2,0,0
K0_incid,14,40,4,0,0
K0_incid,14,40,6,0,0
K0_incid,14,40,8,0,0
K0_incid,14,40,10,0,0
K0_incid,14,40,12,0,0
K0_incid,14,40,14,0,0
K0_incid,14,40,16,0,0
K0_incid,14,40,18,0,0
K0_incid,14,40,20,0,0
K0_incid,15,5,2,29,22
K0_incid,15,5,4,22,18
K0_incid,15,5,6,20,16
K0_incid,15,5,8,18,14
K0_incid,15,5,10,20,16
K0_incid,15,5,12,18,14
K0_incid,15,5,14,18,14
K0_incid,15,5,16,16,12
K0_incid,15,5,18,16,12
K0_incid,15,5,20,18,14
K0_incid,15,10,2,20,19
K0_incid,15,10,4,18,15
K0_incid,15,10,6,19,16
K0_incid,15,10,8,17,14
K0_incid,15,10,10,17,14
K0_incid,15,10,12,17,14
K0_incid,15,10,14,15,12
K0_incid,15,10,16,16,13
K0_incid,15,10,18,18,14
K0_incid,15,10,20,17,14
K0_incid,15,15,2,28,22
K0_incid,15,15,4,26,18
K0_incid,15,15,6,26,18
K0_incid,15,15,8,17,14
K0_incid,15,15,10,19,16
K0_incid,15,15,12,20,14
K0_incid,15,15,14,17,14
K0_incid,15,15,16,17,14
K0_incid,15,15,18,17,14
K0_incid,15,15,20,17,14
K0_incid,15,20,2,18,19
K0_incid,15,20,4,17,17
K0_incid,15,20,6,15,14
K0_incid,15,20,8,17,17
K0_incid,15,20,10,15,14
K0_incid,15,20,12,15,14
K0_incid,15,20,14,15,14
K0_incid,15,20,16,15,14
K0_incid,15,20,18,13,12
K0_incid,15,20,20,13,12
K0_incid,15,25,2,26,22
K0_incid,15,25,4,19,18
K0_incid,15,25,6,17,16
K0_incid,15,25,8,17,16
K0_incid,15,25,10,17,16
K0_incid,15,25,12,15,14
K0_incid,15,25,14,15,14
K0_incid,15,25,16,15,14
K0_incid,15,25,18,15,14
K0_incid,15,25,20,15,14
K0_incid,15,30,2,16,15
K0_incid,15,30,4,16,15
K0_incid,15,30,6,16,15
K0_incid,15,30,8,15,14
K0_incid,15,30,10,15,14
K0_incid,15,30,12,15,14
K0_incid,15,30,14,15,14
K0_incid,15,30,16,15,14
K0_incid,15,30,18,15,14
K0_incid,15,30,20,15,14
K0_incid,15,35,2,14,14
K0_incid,15,35,4,14,14
K0_incid,15,35,6,14,14
K0_incid,15,35,8,14,14
K0_incid,15,35,10,14,14
K0_incid,15,35,12,14,14
K0_incid,15,35,14,14,14
K0_incid,15,35,16,14,14
K0_incid,15,35,18,14,14
K0_incid,15,35,20,14,14
K0_incid,15,40,2,0,0
K0_incid,15,40,4,0,0
K0_incid,15,40,6,0,0
K0_incid,15,40,8,0,0
K0_incid,15,40,10,0,0
K0_incid,15,40,12,0,0
K0_incid,15,40,14,0,0
K0_incid,15,40,16,0,0
K0_incid,15,40,18,0,0
K0_incid,15,40,20,0,0
K0_incid,16,5,2,32,19
K0_incid,16,5,4,28,18
K0_incid,16,5,6,23,16
K0_incid,16,5,8,23,16
K0_incid,16,5,10,23,16
K0_incid,16,5,12,23,16
K0_incid,16,5,14,23,16
K0_incid,16,5,16,22,15
K0_incid,16,5,18,21,15
K0_incid,16,5,20,22,16
K0_incid,16,10,2,36,17
K0_incid,16,10,4,29,17
K0_incid,16,10,6,24,17
K0_incid,16,10,8,25,17
K0_incid,16,10,10,23,16
K0_incid,16,10,12,22,16
K0_incid,16,10,14,21,15
K0_incid,16,10,16,22,16
K0_incid,16,10,18,22,16
K0_incid,16,10,20,22,16
K0_incid,16,15,2,30,19
K0_incid,16,15,4,25,17
K0_incid,16,15,6,26,17
K0_incid,16,15,8,21,16
K0_incid,16,15,10,21,16
K0_incid,16,15,12,21,16
K0_incid,16,15,14,21,16
K0_incid,16,15,16,21,16
K0_incid,16,15,18,21,16
K0_incid,16,15,20,20,15
K0_incid,16,20,2,23,17
K0_incid,16,20,4,21,17
K0_incid,16,20,6,22,17
K0_incid,16,20,8,20,16
K0_incid,16,20,10,20,16
K0_incid,16,20,12,20,16
K0_incid,16,20,14,20,16
K0_incid,16,20,16,19,15
K0_incid,16,20,18,19,15
K0_incid,16,20,20,19,15
K0_incid,16,25,2,22,19
K0_incid,16,25,4,22,18
K0_incid,16,25,6,21,18
K0_incid,16,25,8,21,18
K0_incid,16,25,10,19,16
K0_incid,16,25,12,19,16
K0_incid,16,25,14,19,16
K0_incid,16,25,16,19,16
K0_incid,16,25,18,19,16
K0_incid,16,25,20,19,16
K0_incid,16,30,2,18,16
K0_incid,16,30,4,18,16
K0_incid,16,30,6,18,16
K0_incid,16,30,8,18,16
K0_incid,16,30,10,18,16
K0_incid,16,30,12,18,16
K0_incid,16,30,14,18,16
K0_incid,16,30,16,18,16
K0_incid,16,30,18,18,16
K0_incid,16,30,20,18,16
K0_incid,16,35,2,16,14
K0_incid,16,35,4,16,14
K0_incid,16,35,6,16,14
K0_incid,16,35,8,16,14
K0_incid,16,35,10,16,14
K0_incid,16,35,12,16,14
K0_incid,16,35,14,16,14
K0_incid,16,35,16,16,14
K0_incid,16,35,18,16,14
K0_incid,16,35,20,16,14
K0_incid,16,40,2,0,0
K0_incid,16,40,4,0,0
K0_incid,16,40,6,0,0
K0_incid,16,40,8,0,0
K0_incid,16,40,10,0,0
K0_incid,16,40,12,0,0
K0_incid,16,40,14,0,0
K0_incid,16,40,16,0,0
K0_incid,16,40,18,0,0
K0_incid,16,40,20,0,0
K0_incid,17,5,2,25,15
K0_incid,17,5,4,25,15
K0_incid,17,5,6,25,15
K0_incid,17,5,8,24,15
K0_incid,17,5,10,25,15
K0_incid,17,5,12,24,15
K0_incid,17,5,14,25,15
K0_incid,17,5,16,23,14
K0_incid,17,5,18,24,15
K0_incid,17,5,20,24,15
K0_incid,17,10,2,24,15
K0_incid,17,10,4,24,15
K0_incid,17,10,6,24,15
K0_incid,17,10,8,24,15
K0_incid,17,10,10,23,15
K0_incid,17,10,12,24,15
K0_incid,17,10,14,23,15
K0_incid,17,10,16,23,15
K0_incid,17,10,18,23,15
K0_incid,17,10,20,23,15
K0_incid,17,15,2,20,15
K0_incid,17,15,4,20,15
K0_incid,17,15,6,20,15
K0_incid,17,15,8,19,15
K0_incid,17,15,10,20,15
K0_incid,17,15,12,19,15
K0_incid,17,15,14,19,15
K0_incid,17,15,16,19,15
K0_incid,17,15,18,20,15
K0_incid,17,15,20,20,15
K0_incid,17,20,2,20,15
K0_incid,17,20,4,19,15
K0_incid,17,20,6,19,15
K0_incid,17,20,8,19,15
K0_incid,17,20,10,19,15
K0_incid,17,20,12,19,15
K0_incid,17,20,14,20,15
K0_incid,17,20,16,19,15
K0_incid,17,20,18,18,14
K0_incid,17,20,20,18,14
K0_incid,17,25,2,19,15
K0_incid,17,25,4,19,15
K0_incid,17,25,6,18,15
K0_incid,17,25,8,19,15
K0_incid,17,25,10,19,15
K0_incid,17,25,12,18,15
K0_incid,17,25,14,18,15
K0_incid,17,25,16,18,15
K0_incid,17,25,18,18,15
K0_incid,17,25,20,18,15
K0_incid,17,30,2,17,15
K0_incid,17,30,4,17,15
K0_incid,17,30,6,16,15
K0_incid,17,30,8,16,15
K0_incid,17,30,10,16,15
K0_incid,17,30,12,16,15
K0_incid,17,30,14,16,15
K0_incid,17,30,16,16,15
K0_incid,17,30,18,16,15
K0_incid,17,30,20,16,15
K0_incid,17,35,2,17,15
K0_incid,17,35,4,17,15
K0_incid,17,35,6,17,15
K0_incid,17,35,8,17,15
K0_incid,17,35,10,17,15
K0_incid,17,35,12,17,15
K0_incid,17,35,14,17,15
K0_incid,17,35,16,17,15
K0_incid,17,35,18,17,15
K0_incid,17,35,20,17,15
K0_incid,17,40,2,0,0
K0_incid,17,40,4,0,0
K0_incid,17,40,6,0,0
K0_incid,17,40,8,0,0
K0_incid,17,40,10,0,0
K0_incid,17,40,12,0,0
K0_incid,17,40,14,0,0
K0_incid,17,40,16,0,0
K0_incid,17,40,18,0,0
K0_incid,17,40,20,0,0
K0_incid,18,5,2,25,18
K0_incid,18,5,4,24,18
K0_incid,18,5,6,24,18
K0_incid,18,5,8,24,18
K0_incid,18,5,10,24,18
K0_incid,18,5,12,24,18
K0_incid,18,5,14,24,18
K0_incid,18,5,16,23,17
K0_incid,18,5,18,23,17
K0_incid,18,5,20,23,17
K0_incid,18,10,2,25,18
K0_incid,18,10,4,25,18
K0_incid,18,10,6,24,18
K0_incid,18,10,8,24,18
K0_incid,18,10,10,25,18
K0_incid,18,10,12,24,18
K0_incid,18,10,14,23,17
K0_incid,18,10,16,23,17
K0_incid,18,10,18,24,18
K0_incid,18,10,20,25,18
K0_incid,18,15,2,24,18
K0_incid,18,15,4,24,18
K0_incid,18,15,6,23,18
K0_incid,18,15,8,24,18
K0_incid,18,15,10,23,18
K0_incid,18,15,12,22,17
K0_incid,18,15,14,23,18
K0_incid,18,15,16,24,18
K0_incid,18,15,18,23,18
K0_incid,18,15,20,23,18
K0_incid,18,20,2,24,18
K0_incid,18,20,4,23,18
K0_incid,18,20,6,23,18
K0_incid,18,20,8,23,18
K0_incid,18,20,10,24,18
K0_incid,18,20,12,23,18
K0_incid,18,20,14,23,18
K0_incid,18,20,16,23,18
K0_incid,18,20,18,22,17
K0_incid,18,20,20,22,17
K0_incid,18,25,2,22,18
K0_incid,18,25,4,21,18
K0_incid,18,25,6,22,18
K0_incid,18,25,8,21,18
K0_incid,18,25,10,21,18
K0_incid,18,25,12,20,17
K0_incid,18,25,14,20,17
K0_incid,18,25,16,20,17
K0_incid,18,25,18,20,17
K0_incid,18,25,20,20,17
K0_incid,18,30,2,21,18
K0_incid,18,30,4,21,18
K0_incid,18,30,6,21,18
K0_incid,18,30,8,21,18
K0_incid,18,30,10,21,18
K0_incid,18,30,12,21,18
K0_incid,18,30,14,21,18
K0_incid,18,30,16,21,18
K0_incid,18,30,18,21,18
K0_incid,18,30,20,21,18
K0_incid,18,35,2,18,18
K0_incid,18,35,4,18,18
K0_incid,18,35,6,18,18
K0_incid,18,35,8,18,18
K0_incid,18,35,10,18,18
K0_incid,18,35,12,18,18
K0_incid,18,35,14,18,18
K0_incid,18,35,16,18,18
K0_incid,18,35,18,18,18
K0_incid,18,35,20,18,18
K0_incid,18,40,2,0,0
K0_incid,18,40,4,0,0
K0_incid,18,40,6,0,0
K0_incid,18,40,8,0,0
K0_incid,18,40,10,0,0
K0_incid,18,40,12,0,0
K0_incid,18,40,14,0,0
K0_incid,18,40,16,0,0
K0_incid,18,40,18,0,0
K0_incid,18,40,20,0,0
K0_incid,19,5,2,21,14
K0_incid,19,5,4,19,12
K0_incid,19,5,6,18,12
K0_incid,19,5,8,17,12
K0_incid,19,5,10,18,14
K0_incid,19,5,12,18,12
K0_incid,19,5,14,17,12
K0_incid,19,5,16,17,12
K0_incid,19,5,18,17,12
K0_incid,19,5,20,17,12
K0_incid,19,10,2,21,13
K0_incid,19,10,4,20,12
K0_incid,19,10,6,21,13
K0_incid,19,10,8,20,12
K0_incid,19,10,10,19,12
K0_incid,19,10,12,20,12
K0_incid,19,10,14,19,12
K0_incid,19,10,16,19,12
K0_incid,19,10,18,18,12
K0_incid,19,10,20,18,12
K0_incid,19,15,2,17,14
K0_incid,19,15,4,16,14
K0_incid,19,15,6,16,14
K0_incid,19,15,8,16,14
K0_incid,19,15,10,16,14
K0_incid,19,15,12,16,14
K0_incid,19,15,14,16,14
K0_incid,19,15,16,16,14
K0_incid,19,15,18,16,14
K0_incid,19,15,20,16,14
K0_incid,19,20,2,15,12
K0_incid,19,20,4,14,12
K0_incid,19,20,6,14,12
K0_incid,19,20,8,14,12
K0_incid,19,20,10,14,12
K0_incid,19,20,12,14,12
K0_incid,19,20,14,15,12
K0_incid,19,20,16,14,12
K0_incid,19,20,18,14,12
K0_incid,19,20,20,14,12
K0_incid,19,25,2,14,12
K0_incid,19,25,4,14,12
K0_incid,19,25,6,14,12
K0_incid,19,25,8,14,12
K0_incid,19,25,10,14,12
K0_incid,19,25,12,14,12
K0_incid,19,25,14,14,12
K0_incid,19,25,16,14,12
K0_incid,19,25,18,14,12
K0_incid,19,25,20,14,12
K0_incid,19,30,2,14,12
K0_incid,19,30,4,14,12
K0_incid,19,30,6,13,12
K0_incid,19,30,8,13,12
K0_incid,19,30,10,13,12
K0_incid,19,30,12,13,12
K0_incid,19,30,14,13,12
K0_incid,19,30,16,13,12
K0_incid,19,30,18,13,12
K0_incid,19,30,20,13,12
K0_incid,19,35,2,13,12
K0_incid,19,35,4,13,12
K0_incid,19,35,6,13,12
K0_incid,19,35,8,13,12
K0_incid,19,35,10,13,12
K0_incid,19,35,12,13,12
K0_incid,19,35,14,13,12
K0_incid,19,35,16,13,12
K0_incid,19,35,18,13,12
K0_incid,19,35,20,13,12
K0_incid,19,40,2,0,0
K0_incid,19,40,4,0,0
K0_incid,19,40,6,0,0
K0_incid,19,40,8,0,0
K0_incid,19,40,10,0,0
K0_incid,19,40,12,0,0
K0_incid,19,40,14,0,0
K0_incid,19,40,16,0,0
K0_incid,19,40,18,0,0
K0_incid,19,40,20,0,0
K0_incid,20,5,2,28,16
K0_incid,20,5,4,27,14
K0_incid,20,5,6,22,13
K0_incid,20,5,8,25,13
K0_incid,20,5,10,23,13
K0_incid,20,5,12,22,13
K0_incid,20,5,14,24,15
K0_incid,20,5,16,22,13
K0_incid,20,5,18,21,13
K0_incid,20,5,20,23,13
K0_incid,20,10,2,27,15
K0_incid,20,10,4,25,15
K0_incid,20,10,6,24,15
K0_incid,20,10,8,23,14
K0_incid,20,10,10,21,13
K0_incid,20,10,12,22,15
K0_incid,20,10,14,22,13
K0_incid,20,10,16,21,13
K0_incid,20,10,18,23,13
K0_incid,20,10,20,21,13
K0_incid,20,15,2,25,16
K0_incid,20,15,4,22,15
K0_incid,20,15,6,22,14
K0_incid,20,15,8,21,14
K0_incid,20,15,10,21,13
K0_incid,20,15,12,20,13
K0_incid,20,15,14,20,13
K0_incid,20,15,16,21,14
K0_incid,20,15,18,21,14
K0_incid,20,15,20,19,13
K0_incid,20,20,2,25,15
K0_incid,20,20,4,22,14
K0_incid,20,20,6,23,14
K0_incid,20,20,8,21,13
K0_incid,20,20,10,19,13
K0_incid,20,20,12,20,14
K0_incid,20,20,14,20,14
K0_incid,20,20,16,18,13
K0_incid,20,20,18,20,13
K0_incid,20,20,20,18,13
K0_incid,20,25,2,21,15
K0_incid,20,25,4,20,14
K0_incid,20,25,6,20,14
K0_incid,20,25,8,19,14
K0_incid,20,25,10,18,13
K0_incid,20,25,12,19,13
K0_incid,20,25,14,18,13
K0_incid,20,25,16,18,13
K0_incid,20,25,18,18,13
K0_incid,20,25,20,18,13
K0_incid,20,30,2,19,14
K0_incid,20,30,4,19,14
K0_incid,20,30,6,16,13
K0_incid,20,30,8,18,13
K0_incid,20,30,10,16,13
K0_incid,20,30,12,16,13
K0_incid,20,30,14,16,13
K0_incid,20,30,16,16,13
K0_incid,20,30,18,16,13
K0_incid,20,30,20,16,13
K0_incid,20,35,2,12,9
K0_incid,20,35,4,11,9
K0_incid,20,35,6,11,9
K0_incid,20,35,8,11,9
K0_incid,20,35,10,11,9
K0_incid,20,35,12,11,9
K0_incid,20,35,14,11,9
K0_incid,20,35,16,11,9
K0_incid,20,35,18,11,9
K0_incid,20,35,20,11,9
K0_incid,20,40,2,0,0
K0_incid,20,40,4,0,0
K0_incid,20,40,6,0,0
K0_incid,20,40,8,0,0
K0_incid,20,40,10,0,0
K0_incid,20,40,12,0,0
K0_incid,20,40,14,0,0
K0_incid,20,40,16,0,0
K0_incid,20,40,18,0,0
K0_incid,20,40,20,0,0
K20_incid,1,5,2,21,14
K20_incid,1,5,4,19,12
K20_incid,1,5,6,19,12
K20_incid,1,5,8,19,12
K20_incid,1,5,10,19,12
K20_incid,1,5,12,18,11
K20_incid,1,5,14,19,12
K20_incid,1,5,16,19,12
K20_incid,1,5,18,18,11
K20_incid,1,5,20,18,11
K20_incid,1,10,2,19,12
K20_incid,1,10,4,19,12
K20_incid,1,10,6,19,12
K20_incid,1,10,8,19,12
K20_incid,1,10,10,18,11
K20_incid,1,10,12,19,12
K20_incid,1,10,14,19,12
K20_incid,1,10,16,18,11
K20_incid,1,10,18,18,11
K20_incid,1,10,20,18,11
K20_incid,1,15,2,19,14
K20_incid,1,15,4,19,14
K20_incid,1,15,6,19,14
K20_incid,1,15,8,19,14
K20_incid,1,15,10,17,12
K20_incid,1,15,12,19,14
K20_incid,1,15,14,16,11
K20_incid,1,15,16,17,12
K20_incid,1,15,18,17,12
K20_incid,1,15,20,17,12
K20_incid,1,20,2,15,12
K20_incid,1,20,4,15,12
K20_incid,1,20,6,15,12
K20_incid,1,20,8,15,12
K20_incid,1,20,10,14,11
K20_incid,1,20,12,15,12
K20_incid,1,20,14,15,12
K20_incid,1,20,16,15,12
K20_incid,1,20,18,15,12
K20_incid,1,20,20,14,11
K20_incid,1,25,2,17,14
K20_incid,1,25,4,15,12
K20_incid,1,25,6,15,12
K20_incid,1,25,8,15,12
K20_incid,1,25,10,15,12
K20_incid,1,25,12,15,12
K20_incid,1,25,14,17,14
K20_incid,1,25,16,14,11
K20_incid,1,25,18,14,11
K20_incid,1,25,20,14,11
K20_incid,1,30,2,15,12
K20_incid,1,30,4,15,12
K20_incid,1,30,6,15,12
K20_incid,1,30,8,15,12
K20_incid,1,30,10,14,11
K20_incid,1,30,12,14,11
K20_incid,1,30,14,14,11
K20_incid,1,30,16,14,11
K20_incid,1,30,18,14,11
K20_incid,1,30,20,14,11
K20_incid,1,35,2,17,14
K20_incid,1,35,4,17,14
K20_incid,1,35,6,15,12
K20_incid,1,35,8,15,12
K20_incid,1,35,10,15,12
K20_incid,1,35,12,15,12
K20_incid,1,35,14,15,12
K20_incid,1,35,16,15,12
K20_incid,1,35,18,15,12
K20_incid,1,35,20,15,12
K20_incid,1,40,2,3,3
K20_incid,1,40,4,3,3
K20_incid,1,40,6,3,3
K20_incid,1,40,8,3,3
K20_incid,1,40,10,3,3
K20_incid,1,40,12,3,3
K20_incid,1,40,14,3,3
K20_incid,1,40,16,3,3
K20_incid,1,40,18,3,3
K20_incid,1,40,20,3,3
K20_incid,2,5,2,29,23
K20_incid,2,5,4,28,22
K20_incid,2,5,6,23,18
K20_incid,2,5,8,28,22
K20_incid,2,5,10,23,18
K20_incid,2,5,12,23,18
K20_incid,2,5,14,23,18
K20_incid,2,5,16,27,22
K20_incid,2,5,18,23,18
K20_incid,2,5,20,23,18
K20_incid,2,10,2,33,28
K20_incid,2,10,4,24,20
K20_incid,2,10,6,30,26
K20_incid,2,10,8,22,18
K20_incid,2,10,10,30,26
K20_incid,2,10,12,22,18
K20_incid,2,10,14,24,20
K20_incid,2,10,16,22,18
K20_incid,2,10,18,22,18
K20_incid,2,10,20,22,18
K20_incid,2,15,2,25,23
K20_incid,2,15,4,22,20
K20_incid,2,15,6,22,20
K20_incid,2,15,8,22,20
K20_incid,2,15,10,20,18
K20_incid,2,15,12,22,20
K20_incid,2,15,14,20,18
K20_incid,2,15,16,20,18
K20_incid,2,15,18,20,18
K20_incid,2,15,20,20,18
K20_incid,2,20,2,30,28
K20_incid,2,20,4,28,26
K20_incid,2,20,6,22,20
K20_incid,2,20,8,20,18
K20_incid,2,20,10,28,26
K20_incid,2,20,12,20,18
K20_incid,2,20,14,20,18
K20_incid,2,20,16,20,18
K20_incid,2,20,18,22,20
K20_incid,2,20,20,28,26
K20_incid,2,25,2,24,23
K20_incid,2,25,4,23,22
K20_incid,2,25,6,23,22
K20_incid,2,25,8,19,18
K20_incid,2,25,10,19,18
K20_incid,2,25,12,23,22
K20_incid,2,25,14,21,20
K20_incid,2,25,16,19,18
K20_incid,2,25,18,19,18
K20_incid,2,25,20,19,18
K20_incid,2,30,2,28,28
K20_incid,2,30,4,20,20
K20_incid,2,30,6,18,18
K20_incid,2,30,8,20,20
K20_incid,2,30,10,26,26
K20_incid,2,30,12,18,18
