,folder,image,object,minor_axis,major_axis,mean_gray
0,K0_incid,1,1,61.04080077067059,62.62968763920513,58.7944703531
1,K0_incid,1,2,61.69902955930078,62.20014674373028,59.3269166943
2,K0_incid,1,5,60.21532534058724,63.063544788173225,55.8886271871
3,K0_incid,1,8,60.81807517910632,61.93702671272956,57.4259634888
4,K0_incid,1,13,61.318247902832404,63.89351373404681,57.263586072200006
5,K0_incid,1,14,60.926823591541826,63.33461351506158,56.744631648500004
6,K0_incid,1,15,63.22346466473582,63.587665651017524,57.833597464300006
7,K0_incid,1,16,62.80948791808963,63.269590581564806,57.363461538500005
8,K0_incid,1,17,62.5993087498205,62.99500676367678,58.090087181099996
9,K0_incid,1,18,61.86978462350167,62.59428543289572,57.8993421053
10,K0_incid,1,19,62.7360713682553,63.65123918030721,56.6859056122
11,K0_incid,1,20,62.000195360972455,63.206665152217866,59.5576860578
12,K0_incid,2,1,61.305200916267964,63.267009410706024,56.477019041400006
13,K0_incid,2,2,62.375394307305115,63.694301583212564,57.5689102564
14,K0_incid,2,3,60.62720228063591,63.53782368094581,57.6512396694
15,K0_incid,2,4,62.6684285693099,63.351393941259815,58.5102629891
16,K0_incid,2,5,61.19198302473317,62.86484453317723,57.121151936400004
17,K0_incid,2,6,61.889344686624526,62.68849571137511,57.668526419399996
18,K0_incid,2,7,62.64810949530921,63.92271189031196,58.943203573699996
19,K0_incid,2,8,62.690028121937715,62.874610878292344,58.0297349709
20,K0_incid,2,9,62.76909042862068,63.564336685585744,60.5156449553
21,K0_incid,2,11,62.13149691671472,63.48142424342249,59.2437843074
22,K0_incid,3,1,61.39447464408805,62.55688393558936,56.3915063039
23,K0_incid,3,2,62.26946587900384,63.813776588012075,59.49069916609999
24,K0_incid,3,3,61.284985922773345,62.03243696630993,58.7053302045
25,K0_incid,3,4,62.292465688375884,63.45828839147203,58.897163120600005
26,K0_incid,3,9,63.04052984556846,63.92778765310037,59.060443038
27,K0_incid,3,10,63.8288936559689,63.89769299960038,59.203373945600006
28,K0_incid,3,11,62.51310802469239,63.56998091068375,58.5431781701
29,K0_incid,3,12,62.56493822989649,62.709276993774566,59.7405001624
30,K0_incid,3,13,62.70793337815486,63.76130120617589,60.141491395799996
31,K0_incid,3,14,62.235935926331884,63.83684492893126,59.92687620270001
32,K0_incid,3,16,62.04816494265575,62.684456820870984,60.4606815203
33,K0_incid,3,18,62.1671540432911,63.215846794917496,61.3758106355
34,K0_incid,3,19,62.800823528516005,64.37865171695124,63.4743145288
35,K0_incid,4,1,64.37382456295211,65.58928008434987,56.6790346908
36,K0_incid,4,3,62.99622442768362,64.86056226037812,57.4136533666
37,K0_incid,4,6,61.83303627648107,63.287926776703365,56.366091767
38,K0_incid,4,7,61.77383274780588,64.56097003359002,58.166347381899996
39,K0_incid,4,8,62.622872844696715,64.91431577483456,57.0780075188
40,K0_incid,4,9,62.81092171791491,64.72140344111092,55.272328423699996
41,K0_incid,4,11,62.56447255835915,63.621047018633185,55.845119999999994
42,K0_incid,4,13,62.17033315533842,63.5072455240977,54.185221039
44,K0_incid,4,15,63.26656220487404,63.71155085309577,55.07898894149999
45,K0_incid,4,16,63.77863944637931,63.85586408438429,54.41713570979999
46,K0_incid,4,17,63.21654777202878,64.08277661339415,56.82112543229999
47,K0_incid,5,1,63.01157638155142,63.55591383336972,60.128857779200004
48,K0_incid,5,2,62.99678198958549,64.63249492423711,59.1320400501
49,K0_incid,5,3,61.5886629491908,63.427512152556545,58.4174820613
50,K0_incid,5,4,62.19043803593482,63.51380421407229,59.195483871
51,K0_incid,5,5,61.11396716890014,62.73748851456547,56.826188102399996
52,K0_incid,5,6,61.632369369493524,62.39326798978354,57.0994035785
53,K0_incid,5,7,62.30151680232424,63.55967756749371,57.6264478764
54,K0_incid,5,8,63.08662399289207,63.80992519097797,58.7867088608
55,K0_incid,5,9,62.31967741308095,63.14952808984477,57.6876011654
56,K0_incid,5,10,63.35080837175891,63.971213830409425,56.91071989939999
57,K0_incid,5,11,61.02880182639348,63.729569247488755,59.615989515100004
58,K0_incid,5,12,61.66843942068199,62.06663405561052,57.3648468708
59,K0_incid,5,13,62.87153253299947,63.975066282184564,56.88628444729999
60,K0_incid,5,14,62.606266656928774,63.456410049516755,58.490057729300005
