folder,image,initial_radius,delta_radius,auto_count
K30_incid,3,15,14,26
K30_incid,3,15,16,27
K30_incid,3,15,18,26
K30_incid,3,15,20,26
K30_incid,3,20,2,25
K30_incid,3,20,4,24
K30_incid,3,20,6,25
K30_incid,3,20,8,24
K30_incid,3,20,10,24
K30_incid,3,20,12,24
K30_incid,3,20,14,24
K30_incid,3,20,16,24
K30_incid,3,20,18,25
K30_incid,3,20,20,24
K30_incid,3,25,2,26
K30_incid,3,25,4,23
K30_incid,3,25,6,24
K30_incid,3,25,8,23
K30_incid,3,25,10,23
K30_incid,3,25,12,23
K30_incid,3,25,14,25
K30_incid,3,25,16,23
K30_incid,3,25,18,23
K30_incid,3,25,20,23
K30_incid,3,30,2,22
K30_incid,3,30,4,22
K30_incid,3,30,6,21
K30_incid,3,30,8,22
K30_incid,3,30,10,21
K30_incid,3,30,12,21
K30_incid,3,30,14,21
K30_incid,3,30,16,21
K30_incid,3,30,18,21
K30_incid,3,30,20,21
K30_incid,3,35,2,21
K30_incid,3,35,4,21
K30_incid,3,35,6,19
K30_incid,3,35,8,19
K30_incid,3,35,10,19
K30_incid,3,35,12,19
K30_incid,3,35,14,19
K30_incid,3,35,16,19
K30_incid,3,35,18,19
K30_incid,3,35,20,19
K30_incid,3,40,2,3
K30_incid,3,40,4,3
K30_incid,3,40,6,3
K30_incid,3,40,8,3
K30_incid,3,40,10,3
K30_incid,3,40,12,3
K30_incid,3,40,14,3
K30_incid,3,40,16,3
K30_incid,3,40,18,3
K30_incid,3,40,20,3
K30_incid,4,5,2,23
K30_incid,4,5,4,20
K30_incid,4,5,6,20
K30_incid,4,5,8,19
K30_incid,4,5,10,19
K30_incid,4,5,12,19
K30_incid,4,5,14,19
K30_incid,4,5,16,19
K30_incid,4,5,18,19
K30_incid,4,5,20,18
K30_incid,4,10,2,20
K30_incid,4,10,4,20
K30_incid,4,10,6,19
K30_incid,4,10,8,18
K30_incid,4,10,10,19
K30_incid,4,10,12,18
K30_incid,4,10,14,20
K30_incid,4,10,16,17
K30_incid,4,10,18,17
K30_incid,4,10,20,18
K30_incid,4,15,2,20
K30_incid,4,15,4,19
K30_incid,4,15,6,17
K30_incid,4,15,8,20
K30_incid,4,15,10,16
K30_incid,4,15,12,16
K30_incid,4,15,14,15
K30_incid,4,15,16,19
K30_incid,4,15,18,16
K30_incid,4,15,20,16
K30_incid,4,20,2,18
K30_incid,4,20,4,17
K30_incid,4,20,6,17
K30_incid,4,20,8,16
K30_incid,4,20,10,17
K30_incid,4,20,12,16
K30_incid,4,20,14,16
K30_incid,4,20,16,16
K30_incid,4,20,18,18
K30_incid,4,20,20,16
K30_incid,4,25,2,19
K30_incid,4,25,4,16
K30_incid,4,25,6,17
K30_incid,4,25,8,16
K30_incid,4,25,10,15
K30_incid,4,25,12,15
K30_incid,4,25,14,15
K30_incid,4,25,16,15
K30_incid,4,25,18,14
K30_incid,4,25,20,14
K30_incid,4,30,2,15
K30_incid,4,30,4,15
K30_incid,4,30,6,14
K30_incid,4,30,8,16
K30_incid,4,30,10,14
K30_incid,4,30,12,13
K30_incid,4,30,14,13
K30_incid,4,30,16,13
K30_incid,4,30,18,13
K30_incid,4,30,20,13
K30_incid,4,35,2,14
K30_incid,4,35,4,14
K30_incid,4,35,6,14
K30_incid,4,35,8,13
K30_incid,4,35,10,13
K30_incid,4,35,12,13
K30_incid,4,35,14,13
K30_incid,4,35,16,13
K30_incid,4,35,18,13
K30_incid,4,35,20,13
K30_incid,4,40,2,3
K30_incid,4,40,4,3
K30_incid,4,40,6,3
K30_incid,4,40,8,3
K30_incid,4,40,10,3
K30_incid,4,40,12,3
K30_incid,4,40,14,3
K30_incid,4,40,16,3
K30_incid,4,40,18,3
K30_incid,4,40,20,3
K30_incid,5,5,2,25
K30_incid,5,5,4,25
K30_incid,5,5,6,25
K30_incid,5,5,8,23
K30_incid,5,5,10,24
K30_incid,5,5,12,24
K30_incid,5,5,14,24
K30_incid,5,5,16,23
K30_incid,5,5,18,23
K30_incid,5,5,20,23
K30_incid,5,10,2,23
K30_incid,5,10,4,23
K30_incid,5,10,6,23
K30_incid,5,10,8,23
K30_incid,5,10,10,22
K30_incid,5,10,12,23
K30_incid,5,10,14,22
K30_incid,5,10,16,22
K30_incid,5,10,18,22
K30_incid,5,10,20,21
K30_incid,5,15,2,24
K30_incid,5,15,4,23
K30_incid,5,15,6,23
K30_incid,5,15,8,23
K30_incid,5,15,10,23
K30_incid,5,15,12,22
K30_incid,5,15,14,22
K30_incid,5,15,16,22
K30_incid,5,15,18,22
K30_incid,5,15,20,22
K30_incid,5,20,2,23
K30_incid,5,20,4,23
K30_incid,5,20,6,23
K30_incid,5,20,8,23
K30_incid,5,20,10,22
K30_incid,5,20,12,23
K30_incid,5,20,14,23
K30_incid,5,20,16,23
K30_incid,5,20,18,22
K30_incid,5,20,20,22
K30_incid,5,25,2,23
K30_incid,5,25,4,23
K30_incid,5,25,6,23
K30_incid,5,25,8,23
K30_incid,5,25,10,23
K30_incid,5,25,12,22
K30_incid,5,25,14,22
K30_incid,5,25,16,22
K30_incid,5,25,18,22
K30_incid,5,25,20,22
K30_incid,5,30,2,21
K30_incid,5,30,4,21
K30_incid,5,30,6,21
K30_incid,5,30,8,20
K30_incid,5,30,10,20
K30_incid,5,30,12,20
K30_incid,5,30,14,20
K30_incid,5,30,16,20
K30_incid,5,30,18,20
K30_incid,5,30,20,20
K30_incid,5,35,2,20
K30_incid,5,35,4,20
K30_incid,5,35,6,20
K30_incid,5,35,8,20
K30_incid,5,35,10,20
K30_incid,5,35,12,20
K30_incid,5,35,14,20
K30_incid,5,35,16,20
K30_incid,5,35,18,20
K30_incid,5,35,20,20
K30_incid,5,40,2,0
K30_incid,5,40,4,0
K30_incid,5,40,6,0
K30_incid,5,40,8,0
K30_incid,5,40,10,0
K30_incid,5,40,12,0
K30_incid,5,40,14,0
K30_incid,5,40,16,0
K30_incid,5,40,18,0
K30_incid,5,40,20,0
K30_incid,6,5,2,33
K30_incid,6,5,4,31
K30_incid,6,5,6,29
K30_incid,6,5,8,28
K30_incid,6,5,10,26
K30_incid,6,5,12,28
K30_incid,6,5,14,26
K30_incid,6,5,16,28
K30_incid,6,5,18,27
K30_incid,6,5,20,24
K30_incid,6,10,2,32
K30_incid,6,10,4,30
K30_incid,6,10,6,25
K30_incid,6,10,8,28
K30_incid,6,10,10,24
K30_incid,6,10,12,23
K30_incid,6,10,14,25
K30_incid,6,10,16,25
K30_incid,6,10,18,21
K30_incid,6,10,20,21
K30_incid,6,15,2,31
K30_incid,6,15,4,26
K30_incid,6,15,6,25
K30_incid,6,15,8,25
K30_incid,6,15,10,24
K30_incid,6,15,12,24
K30_incid,6,15,14,22
K30_incid,6,15,16,22
K30_incid,6,15,18,23
K30_incid,6,15,20,22
K30_incid,6,20,2,32
K30_incid,6,20,4,27
K30_incid,6,20,6,27
K30_incid,6,20,8,25
K30_incid,6,20,10,23
K30_incid,6,20,12,25
K30_incid,6,20,14,24
K30_incid,6,20,16,25
K30_incid,6,20,18,25
K30_incid,6,20,20,24
K30_incid,6,25,2,29
K30_incid,6,25,4,27
K30_incid,6,25,6,24
K30_incid,6,25,8,25
K30_incid,6,25,10,22
K30_incid,6,25,12,24
K30_incid,6,25,14,22
K30_incid,6,25,16,24
K30_incid,6,25,18,21
K30_incid,6,25,20,21
K30_incid,6,30,2,27
K30_incid,6,30,4,25
K30_incid,6,30,6,24
K30_incid,6,30,8,20
K30_incid,6,30,10,19
K30_incid,6,30,12,22
K30_incid,6,30,14,18
K30_incid,6,30,16,18
K30_incid,6,30,18,18
K30_incid,6,30,20,18
K30_incid,6,35,2,25
K30_incid,6,35,4,19
K30_incid,6,35,6,21
K30_incid,6,35,8,18
K30_incid,6,35,10,18
K30_incid,6,35,12,18
K30_incid,6,35,14,18
K30_incid,6,35,16,18
K30_incid,6,35,18,18
K30_incid,6,35,20,18
K30_incid,6,40,2,11
K30_incid,6,40,4,7
K30_incid,6,40,6,7
K30_incid,6,40,8,7
K30_incid,6,40,10,7
K30_incid,6,40,12,7
K30_incid,6,40,14,7
K30_incid,6,40,16,7
K30_incid,6,40,18,7
K30_incid,6,40,20,7
K30_incid,7,5,2,26
K30_incid,7,5,4,25
K30_incid,7,5,6,21
K30_incid,7,5,8,25
K30_incid,7,5,10,21
K30_incid,7,5,12,20
K30_incid,7,5,14,21
K30_incid,7,5,16,25
K30_incid,7,5,18,19
K30_incid,7,5,20,19
K30_incid,7,10,2,26
K30_incid,7,10,4,26
K30_incid,7,10,6,21
K30_incid,7,10,8,21
K30_incid,7,10,10,20
K30_incid,7,10,12,21
K30_incid,7,10,14,26
K30_incid,7,10,16,19
K30_incid,7,10,18,20
K30_incid,7,10,20,20
K30_incid,7,15,2,26
K30_incid,7,15,4,26
K30_incid,7,15,6,25
K30_incid,7,15,8,26
K30_incid,7,15,10,21
K30_incid,7,15,12,25
K30_incid,7,15,14,20
K30_incid,7,15,16,22
K30_incid,7,15,18,21
K30_incid,7,15,20,21
K30_incid,7,20,2,25
K30_incid,7,20,4,23
K30_incid,7,20,6,25
K30_incid,7,20,8,23
K30_incid,7,20,10,19
K30_incid,7,20,12,20
K30_incid,7,20,14,20
K30_incid,7,20,16,23
K30_incid,7,20,18,25
K30_incid,7,20,20,18
K30_incid,7,25,2,23
K30_incid,7,25,4,22
K30_incid,7,25,6,23
K30_incid,7,25,8,18
K30_incid,7,25,10,18
K30_incid,7,25,12,22
K30_incid,7,25,14,22
K30_incid,7,25,16,16
K30_incid,7,25,18,16
K30_incid,7,25,20,16
K30_incid,7,30,2,23
K30_incid,7,30,4,23
K30_incid,7,30,6,21
K30_incid,7,30,8,23
K30_incid,7,30,10,17
K30_incid,7,30,12,17
K30_incid,7,30,14,17
K30_incid,7,30,16,17
K30_incid,7,30,18,17
K30_incid,7,30,20,17
K30_incid,7,35,2,22
K30_incid,7,35,4,22
K30_incid,7,35,6,18
K30_incid,7,35,8,18
K30_incid,7,35,10,18
K30_incid,7,35,12,18
K30_incid,7,35,14,18
K30_incid,7,35,16,18
K30_incid,7,35,18,18
K30_incid,7,35,20,18
K30_incid,7,40,2,4
K30_incid,7,40,4,4
K30_incid,7,40,6,4
K30_incid,7,40,8,4
K30_incid,7,40,10,4
K30_incid,7,40,12,4
K30_incid,7,40,14,4
K30_incid,7,40,16,4
K30_incid,7,40,18,4
K30_incid,7,40,20,4
K30_incid,8,5,2,28
K30_incid,8,5,4,27
K30_incid,8,5,6,27
K30_incid,8,5,8,27
K30_incid,8,5,10,27
K30_incid,8,5,12,26
K30_incid,8,5,14,25
K30_incid,8,5,16,26
K30_incid,8,5,18,24
K30_incid,8,5,20,24
K30_incid,8,10,2,26
K30_incid,8,10,4,26
K30_incid,8,10,6,24
K30_incid,8,10,8,25
K30_incid,8,10,10,23
K30_incid,8,10,12,23
K30_incid,8,10,14,24
K30_incid,8,10,16,24
K30_incid,8,10,18,23
K30_incid,8,10,20,23
K30_incid,8,15,2,26
K30_incid,8,15,4,26
K30_incid,8,15,6,25
K30_incid,8,15,8,25
K30_incid,8,15,10,25
K30_incid,8,15,12,24
K30_incid,8,15,14,24
K30_incid,8,15,16,23
K30_incid,8,15,18,23
K30_incid,8,15,20,24
K30_incid,8,20,2,26
K30_incid,8,20,4,25
K30_incid,8,20,6,26
K30_incid,8,20,8,25
K30_incid,8,20,10,23
K30_incid,8,20,12,23
K30_incid,8,20,14,23
K30_incid,8,20,16,24
K30_incid,8,20,18,23
K30_incid,8,20,20,21
K30_incid,8,25,2,25
K30_incid,8,25,4,24
K30_incid,8,25,6,24
K30_incid,8,25,8,23
K30_incid,8,25,10,24
K30_incid,8,25,12,24
K30_incid,8,25,14,23
K30_incid,8,25,16,21
K30_incid,8,25,18,21
K30_incid,8,25,20,21
K30_incid,8,30,2,22
K30_incid,8,30,4,22
K30_incid,8,30,6,22
K30_incid,8,30,8,22
K30_incid,8,30,10,21
K30_incid,8,30,12,21
K30_incid,8,30,14,21
K30_incid,8,30,16,21
K30_incid,8,30,18,21
K30_incid,8,30,20,21
K30_incid,8,35,2,22
K30_incid,8,35,4,22
K30_incid,8,35,6,21
K30_incid,8,35,8,21
K30_incid,8,35,10,21
K30_incid,8,35,12,21
K30_incid,8,35,14,21
K30_incid,8,35,16,21
K30_incid,8,35,18,21
K30_incid,8,35,20,21
K30_incid,8,40,2,2
K30_incid,8,40,4,2
K30_incid,8,40,6,2
K30_incid,8,40,8,2
K30_incid,8,40,10,2
K30_incid,8,40,12,2
K30_incid,8,40,14,2
K30_incid,8,40,16,2
K30_incid,8,40,18,2
K30_incid,8,40,20,2
K30_incid,9,5,2,26
K30_incid,9,5,4,24
K30_incid,9,5,6,23
K30_incid,9,5,8,24
K30_incid,9,5,10,23
K30_incid,9,5,12,20
K30_incid,9,5,14,23
K30_incid,9,5,16,24
K30_incid,9,5,18,20
K30_incid,9,5,20,20
K30_incid,9,10,2,24
K30_incid,9,10,4,24
K30_incid,9,10,6,22
K30_incid,9,10,8,23
K30_incid,9,10,10,20
K30_incid,9,10,12,22
K30_incid,9,10,14,22
K30_incid,9,10,16,20
K30_incid,9,10,18,19
K30_incid,9,10,20,20
K30_incid,9,15,2,25
K30_incid,9,15,4,24
K30_incid,9,15,6,22
K30_incid,9,15,8,23
K30_incid,9,15,10,22
K30_incid,9,15,12,20
K30_incid,9,15,14,19
K30_incid,9,15,16,23
K30_incid,9,15,18,22
K30_incid,9,15,20,22
K30_incid,9,20,2,23
K30_incid,9,20,4,21
K30_incid,9,20,6,21
K30_incid,9,20,8,21
K30_incid,9,20,10,19
K30_incid,9,20,12,20
K30_incid,9,20,14,21
K30_incid,9,20,16,21
K30_incid,9,20,18,21
K30_incid,9,20,20,18
K30_incid,9,25,2,22
K30_incid,9,25,4,20
K30_incid,9,25,6,22
K30_incid,9,25,8,19
K30_incid,9,25,10,19
K30_incid,9,25,12,20
K30_incid,9,25,14,17
K30_incid,9,25,16,16
K30_incid,9,25,18,16
K30_incid,9,25,20,16
K30_incid,9,30,2,20
K30_incid,9,30,4,20
K30_incid,9,30,6,19
K30_incid,9,30,8,18
K30_incid,9,30,10,16
K30_incid,9,30,12,17
K30_incid,9,30,14,16
K30_incid,9,30,16,16
K30_incid,9,30,18,16
K30_incid,9,30,20,16
K30_incid,9,35,2,19
K30_incid,9,35,4,18
K30_incid,9,35,6,18
K30_incid,9,35,8,18
K30_incid,9,35,10,18
K30_incid,9,35,12,18
K30_incid,9,35,14,18
K30_incid,9,35,16,18
K30_incid,9,35,18,18
K30_incid,9,35,20,18
K30_incid,9,40,2,4
K30_incid,9,40,4,3
K30_incid,9,40,6,3
K30_incid,9,40,8,3
K30_incid,9,40,10,3
K30_incid,9,40,12,3
K30_incid,9,40,14,3
K30_incid,9,40,16,3
K30_incid,9,40,18,3
K30_incid,9,40,20,3
K30_incid,10,5,2,25
K30_incid,10,5,4,24
K30_incid,10,5,6,23
K30_incid,10,5,8,23
K30_incid,10,5,10,23
K30_incid,10,5,12,21
K30_incid,10,5,14,23
K30_incid,10,5,16,22
K30_incid,10,5,18,21
K30_incid,10,5,20,21
K30_incid,10,10,2,25
K30_incid,10,10,4,21
K30_incid,10,10,6,25
K30_incid,10,10,8,21
K30_incid,10,10,10,24
K30_incid,10,10,12,21
K30_incid,10,10,14,21
K30_incid,10,10,16,20
K30_incid,10,10,18,20
K30_incid,10,10,20,20
K30_incid,10,15,2,23
K30_incid,10,15,4,22
K30_incid,10,15,6,23
K30_incid,10,15,8,22
K30_incid,10,15,10,21
K30_incid,10,15,12,21
K30_incid,10,15,14,20
K30_incid,10,15,16,21
K30_incid,10,15,18,22
K30_incid,10,15,20,21
K30_incid,10,20,2,24
K30_incid,10,20,4,24
K30_incid,10,20,6,20
K30_incid,10,20,8,20
K30_incid,10,20,10,23
K30_incid,10,20,12,20
K30_incid,10,20,14,20
K30_incid,10,20,16,20
K30_incid,10,20,18,19
K30_incid,10,20,20,22
K30_incid,10,25,2,20
K30_incid,10,25,4,19
K30_incid,10,25,6,18
K30_incid,10,25,8,19
K30_incid,10,25,10,18
K30_incid,10,25,12,18
K30_incid,10,25,14,18
K30_incid,10,25,16,17
K30_incid,10,25,18,17
K30_incid,10,25,20,17
K30_incid,10,30,2,22
K30_incid,10,30,4,18
K30_incid,10,30,6,18
K30_incid,10,30,8,18
K30_incid,10,30,10,21
K30_incid,10,30,12,17
K30_incid,10,30,14,17
K30_incid,10,30,16,17
K30_incid,10,30,18,17
K30_incid,10,30,20,17
K30_incid,10,35,2,19
K30_incid,10,35,4,19
K30_incid,10,35,6,18
K30_incid,10,35,8,18
K30_incid,10,35,10,18
K30_incid,10,35,12,18
K30_incid,10,35,14,18
K30_incid,10,35,16,18
K30_incid,10,35,18,18
K30_incid,10,35,20,18
K30_incid,10,40,2,6
K30_incid,10,40,4,6
K30_incid,10,40,6,6
K30_incid,10,40,8,6
K30_incid,10,40,10,6
K30_incid,10,40,12,6
K30_incid,10,40,14,6
K30_incid,10,40,16,6
K30_incid,10,40,18,6
K30_incid,10,40,20,6
K30_incid,11,5,2,30
K30_incid,11,5,4,25
K30_incid,11,5,6,27
K30_incid,11,5,8,24
K30_incid,11,5,10,23
K30_incid,11,5,12,24
K30_incid,11,5,14,25
K30_incid,11,5,16,22
K30_incid,11,5,18,22
K30_incid,11,5,20,21
K30_incid,11,10,2,27
K30_incid,11,10,4,26
K30_incid,11,10,6,24
K30_incid,11,10,8,23
K30_incid,11,10,10,25
K30_incid,11,10,12,24
K30_incid,11,10,14,23
K30_incid,11,10,16,21
K30_incid,11,10,18,22
K30_incid,11,10,20,25
K30_incid,11,15,2,30
K30_incid,11,15,4,29
K30_incid,11,15,6,25
K30_incid,11,15,8,28
K30_incid,11,15,10,23
K30_incid,11,15,12,22
K30_incid,11,15,14,24
K30_incid,11,15,16,25
K30_incid,11,15,18,25
K30_incid,11,15,20,24
K30_incid,11,20,2,27
K30_incid,11,20,4,26
K30_incid,11,20,6,26
K30_incid,11,20,8,24
K30_incid,11,20,10,25
K30_incid,11,20,12,25
K30_incid,11,20,14,24
K30_incid,11,20,16,23
K30_incid,11,20,18,23
K30_incid,11,20,20,20
K30_incid,11,25,2,26
K30_incid,11,25,4,23
K30_incid,11,25,6,23
K30_incid,11,25,8,22
K30_incid,11,25,10,21
K30_incid,11,25,12,20
K30_incid,11,25,14,20
K30_incid,11,25,16,19
K30_incid,11,25,18,19
K30_incid,11,25,20,19
K30_incid,11,30,2,24
K30_incid,11,30,4,24
K30_incid,11,30,6,22
K30_incid,11,30,8,22
K30_incid,11,30,10,22
K30_incid,11,30,12,22
K30_incid,11,30,14,22
K30_incid,11,30,16,22
K30_incid,11,30,18,22
K30_incid,11,30,20,22
K30_incid,11,35,2,20
K30_incid,11,35,4,21
K30_incid,11,35,6,20
K30_incid,11,35,8,20
K30_incid,11,35,10,20
K30_incid,11,35,12,20
K30_incid,11,35,14,20
K30_incid,11,35,16,20
K30_incid,11,35,18,20
K30_incid,11,35,20,20
K30_incid,11,40,2,1
K30_incid,11,40,4,1
K30_incid,11,40,6,1
K30_incid,11,40,8,1
K30_incid,11,40,10,1
K30_incid,11,40,12,1
K30_incid,11,40,14,1
K30_incid,11,40,16,1
K30_incid,11,40,18,1
K30_incid,11,40,20,1
K30_incid,12,5,2,19
K30_incid,12,5,4,17
K30_incid,12,5,6,18
K30_incid,12,5,8,17
K30_incid,12,5,10,18
K30_incid,12,5,12,16
K30_incid,12,5,14,16
K30_incid,12,5,16,16
K30_incid,12,5,18,16
K30_incid,12,5,20,16
K30_incid,12,10,2,20
K30_incid,12,10,4,21
K30_incid,12,10,6,19
K30_incid,12,10,8,19
K30_incid,12,10,10,16
K30_incid,12,10,12,19
K30_incid,12,10,14,18
K30_incid,12,10,16,16
K30_incid,12,10,18,16
K30_incid,12,10,20,16
K30_incid,12,15,2,19
K30_incid,12,15,4,19
K30_incid,12,15,6,17
K30_incid,12,15,8,17
K30_incid,12,15,10,18
K30_incid,12,15,12,17
K30_incid,12,15,14,16
K30_incid,12,15,16,16
K30_incid,12,15,18,16
K30_incid,12,15,20,18
K30_incid,12,20,2,18
K30_incid,12,20,4,16
K30_incid,12,20,6,16
K30_incid,12,20,8,16
K30_incid,12,20,10,14
K30_incid,12,20,12,14
K30_incid,12,20,14,17
K30_incid,12,20,16,16
K30_incid,12,20,18,15
K30_incid,12,20,20,13
K30_incid,12,25,2,14
K30_incid,12,25,4,12
K30_incid,12,25,6,12
K30_incid,12,25,8,11
K30_incid,12,25,10,13
K30_incid,12,25,12,12
K30_incid,12,25,14,12
K30_incid,12,25,16,11
K30_incid,12,25,18,11
K30_incid,12,25,20,11
K30_incid,12,30,2,14
K30_incid,12,30,4,15
K30_incid,12,30,6,12
K30_incid,12,30,8,12
K30_incid,12,30,10,10
K30_incid,12,30,12,10
K30_incid,12,30,14,10
K30_incid,12,30,16,10
K30_incid,12,30,18,10
K30_incid,12,30,20,10
K30_incid,12,35,2,12
K30_incid,12,35,4,12
K30_incid,12,35,6,11
K30_incid,12,35,8,11
K30_incid,12,35,10,11
K30_incid,12,35,12,11
K30_incid,12,35,14,11
K30_incid,12,35,16,11
K30_incid,12,35,18,11
K30_incid,12,35,20,11
K30_incid,12,40,2,0
K30_incid,12,40,4,0
K30_incid,12,40,6,0
K30_incid,12,40,8,0
K30_incid,12,40,10,0
K30_incid,12,40,12,0
K30_incid,12,40,14,0
K30_incid,12,40,16,0
K30_incid,12,40,18,0
K30_incid,12,40,20,0
K30_incid,13,5,2,23
K30_incid,13,5,4,22
K30_incid,13,5,6,20
K30_incid,13,5,8,20
K30_incid,13,5,10,20
K30_incid,13,5,12,19
K30_incid,13,5,14,19
K30_incid,13,5,16,19
K30_incid,13,5,18,19
K30_incid,13,5,20,19
K30_incid,13,10,2,21
K30_incid,13,10,4,20
K30_incid,13,10,6,19
K30_incid,13,10,8,19
K30_incid,13,10,10,17
K30_incid,13,10,12,19
K30_incid,13,10,14,18
K30_incid,13,10,16,17
K30_incid,13,10,18,17
K30_incid,13,10,20,17
K30_incid,13,15,2,22
K30_incid,13,15,4,20
K30_incid,13,15,6,20
K30_incid,13,15,8,19
K30_incid,13,15,10,19
K30_incid,13,15,12,19
K30_incid,13,15,14,18
K30_incid,13,15,16,17
K30_incid,13,15,18,18
K30_incid,13,15,20,18
K30_incid,13,20,2,19
K30_incid,13,20,4,17
K30_incid,13,20,6,18
K30_incid,13,20,8,17
K30_incid,13,20,10,15
K30_incid,13,20,12,17
K30_incid,13,20,14,17
K30_incid,13,20,16,16
K30_incid,13,20,18,15
K30_incid,13,20,20,14
K30_incid,13,25,2,19
K30_incid,13,25,4,18
K30_incid,13,25,6,16
K30_incid,13,25,8,16
K30_incid,13,25,10,16
K30_incid,13,25,12,15
K30_incid,13,25,14,16
K30_incid,13,25,16,15
K30_incid,13,25,18,15
K30_incid,13,25,20,15
K30_incid,13,30,2,18
K30_incid,13,30,4,17
K30_incid,13,30,6,15
K30_incid,13,30,8,15
K30_incid,13,30,10,14
K30_incid,13,30,12,14
K30_incid,13,30,14,15
K30_incid,13,30,16,14
K30_incid,13,30,18,14
K30_incid,13,30,20,14
K30_incid,13,35,2,18
K30_incid,13,35,4,16
K30_incid,13,35,6,15
K30_incid,13,35,8,15
K30_incid,13,35,10,15
K30_incid,13,35,12,14
K30_incid,13,35,14,14
K30_incid,13,35,16,14
K30_incid,13,35,18,14
K30_incid,13,35,20,14
K30_incid,13,40,2,4
K30_incid,13,40,4,4
K30_incid,13,40,6,3
K30_incid,13,40,8,3
K30_incid,13,40,10,3
K30_incid,13,40,12,3
K30_incid,13,40,14,3
K30_incid,13,40,16,3
K30_incid,13,40,18,3
K30_incid,13,40,20,3
K30_incid,14,5,2,25
K30_incid,14,5,4,22
K30_incid,14,5,6,21
K30_incid,14,5,8,22
K30_incid,14,5,10,21
K30_incid,14,5,12,21
K30_incid,14,5,14,21
K30_incid,14,5,16,21
K30_incid,14,5,18,18
K30_incid,14,5,20,19
K30_incid,14,10,2,25
K30_incid,14,10,4,22
K30_incid,14,10,6,24
K30_incid,14,10,8,21
K30_incid,14,10,10,23
K30_incid,14,10,12,21
K30_incid,14,10,14,22
K30_incid,14,10,16,20
K30_incid,14,10,18,22
K30_incid,14,10,20,21
K30_incid,14,15,2,25
K30_incid,14,15,4,25
K30_incid,14,15,6,25
K30_incid,14,15,8,25
K30_incid,14,15,10,21
K30_incid,14,15,12,25
K30_incid,14,15,14,21
K30_incid,14,15,16,21
K30_incid,14,15,18,21
K30_incid,14,15,20,21
K30_incid,14,20,2,24
K30_incid,14,20,4,24
K30_incid,14,20,6,21
K30_incid,14,20,8,23
K30_incid,14,20,10,22
K30_incid,14,20,12,20
K30_incid,14,20,14,20
K30_incid,14,20,16,22
K30_incid,14,20,18,21
K30_incid,14,20,20,21
K30_incid,14,25,2,23
K30_incid,14,25,4,20
K30_incid,14,25,6,20
K30_incid,14,25,8,19
K30_incid,14,25,10,19
K30_incid,14,25,12,20
K30_incid,14,25,14,23
K30_incid,14,25,16,18
K30_incid,14,25,18,18
K30_incid,14,25,20,18
K30_incid,14,30,2,21
K30_incid,14,30,4,19
K30_incid,14,30,6,20
K30_incid,14,30,8,19
K30_incid,14,30,10,20
K30_incid,14,30,12,18
K30_incid,14,30,14,18
K30_incid,14,30,16,18
K30_incid,14,30,18,18
K30_incid,14,30,20,18
K30_incid,14,35,2,22
K30_incid,14,35,4,22
K30_incid,14,35,6,18
K30_incid,14,35,8,18
K30_incid,14,35,10,18
K30_incid,14,35,12,18
K30_incid,14,35,14,18
K30_incid,14,35,16,18
K30_incid,14,35,18,18
K30_incid,14,35,20,18
K30_incid,14,40,2,6
K30_incid,14,40,4,6
K30_incid,14,40,6,6
K30_incid,14,40,8,6
K30_incid,14,40,10,6
K30_incid,14,40,12,6
K30_incid,14,40,14,6
K30_incid,14,40,16,6
K30_incid,14,40,18,6
K30_incid,14,40,20,6
K30_incid,15,5,2,24
K30_incid,15,5,4,21
K30_incid,15,5,6,21
K30_incid,15,5,8,20
K30_incid,15,5,10,20
K30_incid,15,5,12,20
K30_incid,15,5,14,20
K30_incid,15,5,16,20
K30_incid,15,5,18,19
K30_incid,15,5,20,19
K30_incid,15,10,2,21
K30_incid,15,10,4,20
K30_incid,15,10,6,21
K30_incid,15,10,8,20
K30_incid,15,10,10,20
K30_incid,15,10,12,20
K30_incid,15,10,14,19
K30_incid,15,10,16,19
K30_incid,15,10,18,19
K30_incid,15,10,20,19
K30_incid,15,15,2,24
K30_incid,15,15,4,24
K30_incid,15,15,6,23
K30_incid,15,15,8,22
K30_incid,15,15,10,20
K30_incid,15,15,12,22
K30_incid,15,15,14,21
K30_incid,15,15,16,19
K30_incid,15,15,18,20
K30_incid,15,15,20,20
K30_incid,15,20,2,21
K30_incid,15,20,4,21
K30_incid,15,20,6,20
K30_incid,15,20,8,20
K30_incid,15,20,10,20
K30_incid,15,20,12,20
K30_incid,15,20,14,20
K30_incid,15,20,16,20
K30_incid,15,20,18,19
K30_incid,15,20,20,19
K30_incid,15,25,2,23
K30_incid,15,25,4,20
K30_incid,15,25,6,21
K30_incid,15,25,8,20
K30_incid,15,25,10,19
K30_incid,15,25,12,19
K30_incid,15,25,14,21
K30_incid,15,25,16,19
K30_incid,15,25,18,20
K30_incid,15,25,20,18
K30_incid,15,30,2,19
K30_incid,15,30,4,18
K30_incid,15,30,6,18
K30_incid,15,30,8,17
K30_incid,15,30,10,18
K30_incid,15,30,12,17
K30_incid,15,30,14,17
K30_incid,15,30,16,17
K30_incid,15,30,18,17
K30_incid,15,30,20,17
K30_incid,15,35,2,19
K30_incid,15,35,4,19
K30_incid,15,35,6,16
K30_incid,15,35,8,17
