,folder,image,object,minor_axis,major_axis,mean_gray
149,K0_incid,14,6,72.27090727925025,72.69035269804658,70.5995151515
150,K0_incid,14,7,71.14904441754126,73.31001177352108,69.529296875
151,K0_incid,14,8,71.00127343028672,72.13206026011291,69.0778219791
152,K0_incid,14,9,72.04543765714308,72.34480188966701,70.396042023
153,K0_incid,14,10,72.04977747560231,73.690562375299,68.7486207724
154,K0_incid,14,12,72.25483637247623,73.1816834932896,69.32586705199999
155,K0_incid,14,13,72.05936779998416,72.48948240764616,70.3365032919
156,K0_incid,14,14,71.69622312091354,73.49747733424056,69.3093281779
157,K0_incid,14,15,71.05039691674347,72.5755522775663,69.79254136819999
158,K0_incid,14,16,72.44892824022499,72.67769248204192,69.8268440145
159,K0_incid,14,17,72.37928320660487,73.48224341320116,70.4161877395
160,K0_incid,14,19,72.22207339974202,74.90499782034107,75.0458628842
161,K0_incid,14,20,69.54484072240814,72.41910938228378,67.6986336032
162,K0_incid,15,2,71.00994530850156,73.70389681288054,67.704379562
163,K0_incid,15,7,70.96830831934894,72.31815243105285,68.552853598
166,K0_incid,15,11,73.02071173497454,73.32794498247496,69.555529132
167,K0_incid,15,12,72.47429683990856,73.11903915334017,70.4566210046
168,K0_incid,15,13,72.14836413805351,72.73654254038912,70.3819461296
169,K0_incid,15,14,72.10547269889108,72.72839800921491,69.5721223895
170,K0_incid,15,15,72.07070672753584,72.44189621738133,69.84219512199999
171,K0_incid,15,16,79.7280302655463,81.05973241072948,67.1138916256
172,K0_incid,15,17,72.29291325443073,73.25162660692791,70.2946127946
173,K0_incid,15,19,71.99443667659891,72.73630773819723,72.0977626459
174,K0_incid,15,21,72.42068961715276,73.17510913099,70.1353040135
175,K0_incid,16,3,71.62962402228858,72.98151731727332,69.227771011
176,K0_incid,16,5,72.12488989953759,72.26663430822704,70.0422672856
177,K0_incid,16,7,72.71035496503805,73.19082941782065,70.3372426999
178,K0_incid,16,8,72.69956514964638,74.16654870514729,70.78129428439999
179,K0_incid,16,10,71.89896907652185,72.58924591415945,69.6132259639
181,K0_incid,16,14,71.84890600730445,72.33684797150525,70.1242951704
182,K0_incid,16,15,72.63384692127663,72.9788942122167,70.54709274390001
183,K0_incid,16,16,72.50252226674183,72.94105173263657,70.98579340239999
184,K0_incid,16,18,72.48210802898895,73.49824305993873,70.75352617739999
185,K0_incid,16,19,73.67148306300827,74.26926921493104,71.4896342884
187,K0_incid,16,23,72.1181023306258,73.46155186768084,68.908543923
189,K0_incid,16,25,72.40180272631233,73.78131201331884,70.9594755662
190,K0_incid,16,26,72.13804628784244,73.22849958408955,70.176513142
191,K0_incid,17,6,72.38018510028895,73.20744607425789,70.3052150925
192,K0_incid,17,7,72.32170886760214,73.07730786999647,71.0204819277
193,K0_incid,17,12,71.90483476433181,72.09417462234755,71.8133136821
194,K0_incid,17,13,71.80231862141152,73.69150130353974,69.6996389892
195,K0_incid,17,14,72.15313667149556,72.99652348198424,70.4434235977
196,K0_incid,17,15,71.87826986284679,73.0484671850113,69.5309240844
197,K0_incid,17,16,72.62118199644071,73.50511276394319,69.695610687
198,K0_incid,17,17,71.80809577754903,72.59761245314338,70.5786516854
199,K0_incid,17,18,72.48511682001335,73.08138987867136,71.31714354409999
200,K0_incid,17,19,72.85783618125359,73.72731670197699,69.6514935989
201,K0_incid,17,20,72.52177846698052,73.75250709543035,70.1092857143
202,K0_incid,17,21,72.87962498406175,73.64952088175595,70.2804270463
203,K0_incid,17,22,71.92130770258413,73.63967526901172,70.8747295023
204,K0_incid,18,7,72.75620131571445,73.39254833820009,73.4710231338
205,K0_incid,18,8,72.47683358252858,73.34576687618338,70.3706276953
206,K0_incid,18,9,72.61263892269595,73.04588924342801,71.06218487390001
207,K0_incid,18,10,71.54621724425671,73.53544924138346,70.7361413701
208,K0_incid,18,12,72.90836816436686,73.30364178714045,71.93066476050001
209,K0_incid,18,14,71.71715478299176,73.00369755506784,69.5716370713
210,K0_incid,18,15,72.18189830295992,74.4027183497438,68.9855278766
211,K0_incid,18,16,73.20448495629901,73.81106956868142,70.2429884516
212,K0_incid,18,17,71.71525468205346,73.45826995950317,68.8996857626
213,K0_incid,18,18,71.46498838388946,73.53569660511141,69.7550278653
214,K0_incid,18,19,72.13148980190894,72.80770425919238,69.2635790495
215,K0_incid,18,20,72.33006948193876,72.88670228580085,68.7504830918
216,K0_incid,18,22,73.1782906461216,74.88124785746847,70.05578800560001
217,K0_incid,18,23,71.83780059127366,72.75456981938645,69.03508771930001
218,K0_incid,18,24,72.62912545280525,73.22950462187859,69.5193965517
219,K0_incid,19,4,72.32294444315448,74.4883432360512,69.5384433404
220,K0_incid,19,5,72.71283672293346,74.36003102758681,71.4963486455
221,K0_incid,19,6,73.35163673848899,74.91170023080791,71.3382045929
223,K0_incid,19,8,73.21246243447209,73.55930770970245,73.3317569165
224,K0_incid,19,9,73.8064658522309,74.43946451343147,71.1847473343
225,K0_incid,19,10,73.57112594613213,74.01367382488931,73.4985968195
226,K0_incid,19,11,72.61825010802401,75.15341694112962,72.6386554622
227,K0_incid,19,12,74.56430391439375,74.72319574681944,73.9510857143
228,K0_incid,19,13,73.12242799977861,75.13294456920548,72.77770051
229,K0_incid,19,14,73.0788816805472,73.99681348895865,72.79486575600001
230,K0_incid,19,15,72.55333977053219,73.33151615244695,71.6339478094
231,K0_incid,19,16,73.38060774168329,74.29154415526871,74.1485981308
232,K0_incid,20,4,73.67419485181465,74.39819370248492,74.3576914126
233,K0_incid,20,5,72.60596579040467,74.21246474439764,74.4660194175
234,K0_incid,20,6,73.10274277962236,74.22766970434556,75.2360131641
235,K0_incid,20,7,72.8591040373232,73.38568911409814,75.2053912214
236,K0_incid,20,10,71.98465759906857,73.56001726483154,75.2247109827
237,K0_incid,20,11,73.51557780323537,73.92565646868906,75.1450704225
238,K0_incid,20,17,72.74248534413749,73.88795493217876,75.1967718965
239,K0_incid,20,18,73.43867666470392,74.69643648681212,75.1944638288
240,K0_incid,20,22,73.01172077318954,73.4995001844008,74.1638135996
241,K0_incid,20,23,73.98421524642032,74.81629125865318,75.54945815079999
242,K20_incid,1,3,78.62241349453087,81.59649888467501,54.8530871551
243,K20_incid,1,4,79.7185504279449,82.06876552477341,55.562585166400005
244,K20_incid,1,5,78.97285205482548,80.62042522219836,54.3403361345
245,K20_incid,1,6,76.7843567336474,79.41020263161546,54.9452798663
246,K20_incid,1,7,79.31348999214585,79.49655824204093,54.0708947687
247,K20_incid,1,10,79.97399567097536,80.72353680549537,53.5245610574
248,K20_incid,1,11,82.03560612684404,83.27183941996441,54.05724407979999
249,K20_incid,1,14,80.79161698257438,82.14459916116546,53.4912684705
250,K20_incid,1,17,79.43768294660961,80.6979398626782,53.067554142700004
251,K20_incid,2,4,78.41446502934745,80.54203582268809,57.3147177419
252,K20_incid,2,5,78.36788307119744,80.49579953125081,52.2769479209
253,K20_incid,2,8,79.31898972127973,79.77730579601939,52.535721473100004
254,K20_incid,2,10,80.84025418858525,82.71355200939844,53.6709222561
255,K20_incid,2,11,79.54032493398564,81.19002003563219,51.121672253999996
256,K20_incid,2,12,77.56111564376016,79.07385726733342,51.6756082346
257,K20_incid,2,13,76.46631318657244,79.07043988455108,53.4661891721
258,K20_incid,2,14,77.56115790983937,79.37921077795805,53.048397104399996
259,K20_incid,2,15,81.83398457474372,83.02183689853719,51.877038425500004
260,K20_incid,2,17,79.37466540389221,80.62202361524524,49.9564179104
261,K20_incid,2,20,77.30401283459166,80.79192629037678,50.5462887439
262,K20_incid,2,27,79.05664010393109,79.95699057731206,52.7136812412
263,K20_incid,2,28,80.41079150979722,81.15922555053639,53.1422152764
264,K20_incid,3,6,78.52167635494331,79.59611822768291,52.424872578999995
265,K20_incid,3,7,79.64704937721997,80.62473320530574,55.3653502679
266,K20_incid,3,9,78.95847647106753,80.51888519670504,52.14749499
267,K20_incid,3,11,76.35156490331461,79.67674420794417,53.8193250891
268,K20_incid,3,13,77.7950400574712,79.85476913929915,53.118358974399996
269,K20_incid,3,14,75.1957856704021,77.18764280012779,52.0781902043
270,K20_incid,3,17,76.28977478663559,78.46387634800355,52.011286201000004
271,K20_incid,3,23,82.01179064574023,85.95060435729481,48.788103417100004
272,K20_incid,3,24,78.12649127914143,80.45475478997773,51.3736820762
278,K20_incid,4,3,78.0398703728021,79.55894809114035,51.645645028800004
279,K20_incid,4,8,79.71194383615851,80.454307407156,52.808142999
280,K20_incid,4,10,79.39917159038451,81.45987675969431,52.2955306163
281,K20_incid,4,13,78.77023709507749,79.75832457140137,52.8293473855
282,K20_incid,4,14,78.76512318870209,80.009604522285,52.3802788442
286,K20_incid,4,26,79.65649335711308,81.44053680398457,54.9770182675
287,K20_incid,4,28,80.14947192986922,80.59462629300869,55.6461994077
288,K20_incid,4,29,78.66682743599628,80.77305040919312,54.0435568045
289,K20_incid,4,30,79.79488004744083,81.50365242835801,55.1146671903
291,K20_incid,5,3,80.11915784957189,81.18830153241042,53.0841816758
292,K20_incid,5,5,77.99254888040066,80.51673784629129,53.7213546948
293,K20_incid,5,6,79.38297192936612,81.07007005851541,53.102157988500004
294,K20_incid,5,10,79.85102384900608,82.88606816077281,50.7546661536
295,K20_incid,5,12,79.41905832503154,80.35539663823684,52.8193973259
296,K20_incid,5,13,79.54347265007334,80.86916729464474,51.487626212600006
297,K20_incid,5,18,78.90330602746275,79.66760525195812,51.363138686099994
298,K20_incid,5,19,79.36142831392057,81.55906136799274,51.877828054300004
299,K20_incid,5,21,78.77809660670958,81.23308699534331,51.5657711443
300,K20_incid,6,5,78.66692991772588,80.59452510627622,51.525321543400004
301,K20_incid,6,6,77.36550447262238,79.76491545153543,51.6477507222
302,K20_incid,6,8,78.68311867782725,80.15877079330872,51.9232788209
303,K20_incid,6,9,78.03648576575785,80.36540191563887,51.5482233503
304,K20_incid,6,10,80.28564129683161,81.98706813087729,52.0435371517
305,K20_incid,6,12,79.09676574146036,81.70694199990645,51.4019704433
306,K20_incid,6,21,77.48529811834406,80.79303456325742,52.2681233408
307,K20_incid,7,1,79.27444038223516,81.25910374220423,53.510680379700005
308,K20_incid,7,2,77.16830593754253,79.86311073782535,53.2817279868
309,K20_incid,7,4,78.68185344051552,79.36043120317987,53.451652386800006
310,K20_incid,7,5,82.17719971123785,82.84277253799604,51.9148577844
311,K20_incid,7,6,78.97806202940806,79.87521008174632,51.9983844911
312,K20_incid,7,7,77.68666367839498,79.08646875628806,53.1596516691
313,K20_incid,7,11,81.57537541252509,82.05583792343471,51.22192615149999
314,K20_incid,7,14,80.85132021027121,82.83240439771576,53.6553693831
315,K20_incid,7,15,78.02385029167091,80.7259170948283,52.3345469256
316,K20_incid,7,16,80.70030065095905,81.87502812953116,53.175993824799995
317,K20_incid,7,18,79.88664633882252,81.19986252745824,51.654095462600004
318,K20_incid,7,26,77.72795827650127,80.78596481948878,50.292767167799994
319,K20_incid,8,1,78.65283117879187,81.19510260024627,52.8878019565
320,K20_incid,8,2,78.33151207298772,79.80178499424622,54.512329325500005
321,K20_incid,8,3,79.40290406102055,80.41864737366977,56.3833566154
322,K20_incid,8,4,79.89925654707254,81.22392123794836,52.817360565600005
323,K20_incid,8,5,79.89539621837449,82.02070840223506,54.60606649819999
324,K20_incid,8,7,77.47833022452555,80.2974296758158,52.5289780872
325,K20_incid,8,8,78.55758774924833,80.50022439176283,54.9683722804
326,K20_incid,8,9,78.16650805237501,80.68665524116359,54.72591395680001
327,K20_incid,8,12,79.30260388451588,82.73693576583472,53.523434423000005
328,K20_incid,8,21,77.68668867509685,80.23655096836838,58.264309076
329,K20_incid,9,7,78.5111315218177,80.07728420707777,51.997771926300004
330,K20_incid,9,8,79.26034507502442,80.48338799297605,51.2066280695
331,K20_incid,9,10,79.08926740009288,80.30842559887536,51.8058953279
332,K20_incid,9,11,79.90234325128294,80.65482981937086,51.776921557
333,K20_incid,9,12,78.18542005070358,81.40563306407985,52.6444577831
334,K20_incid,9,14,80.92091289416557,82.8218639437476,51.1259737792
335,K20_incid,9,15,78.49219419100307,81.68568145025127,51.58533677729999
336,K20_incid,9,16,80.19904486647646,80.5178403567293,52.658055610299996
337,K20_incid,9,18,79.46369783064495,80.73854907066675,51.6585946804
338,K20_incid,10,2,77.82296290295237,81.168381943924,56.4102564103
339,K20_incid,10,5,80.37345016195087,80.87533255698105,55.9125833007
340,K20_incid,10,7,76.8277327896513,79.48665896653672,56.723763822200006
341,K20_incid,10,8,77.93323722432206,80.96438749774293,55.7641357027
342,K20_incid,10,9,80.65417413735325,82.34907099127538,51.925143953900005
343,K20_incid,10,11,79.91129431042489,80.6026393849454,55.4554808073
344,K20_incid,10,12,80.11863101301758,80.877226267228,53.8987217306
345,K20_incid,10,16,79.16713706189898,80.00485388655976,54.1987127916
346,K20_incid,10,17,80.21589966638773,81.11988967572836,54.393108848900006
347,K20_incid,10,19,79.18664967891945,80.22996642516777,54.489771359799995
348,K20_incid,10,20,77.89506294688344,80.90369478165364,52.6207802709
349,K20_incid,10,22,79.34708356429427,80.31953793442995,53.1678992604
350,K20_incid,10,24,79.19782855788952,79.97577379054766,54.0931214803
351,K20_incid,11,2,79.39474896155038,80.56331761739139,57.3259008561
352,K20_incid,11,3,79.57104907662183,80.22177431780781,56.615000997399996
353,K20_incid,11,4,78.97563693889477,79.48760817288576,57.9983772819
354,K20_incid,11,5,77.40807086798941,80.02847415691463,55.9383223684
355,K20_incid,11,6,78.29922306790847,81.3395264019356,53.664667066599996
356,K20_incid,11,9,78.28963269170774,79.49370253909007,55.2994269341
357,K20_incid,11,10,78.83665092267911,80.50990637476127,51.87578014899999
358,K20_incid,11,12,79.50235721065899,82.6071796451097,51.907288629700005
359,K20_incid,11,14,80.59614111206042,82.23282933271703,51.3018831668
360,K20_incid,11,15,81.72731306177337,83.48757543687941,52.5170804555
361,K20_incid,11,16,78.15692528525386,78.5988761284139,51.6770315091
362,K20_incid,11,18,80.48979850557414,80.78401142964634,51.8444966706
363,K20_incid,11,19,79.41074290597537,80.75086842971659,53.57239324729999
364,K20_incid,11,20,81.5058006842777,82.31143272528763,51.96981776770001
365,K20_incid,12,3,81.14229122252344,81.80534716717297,57.8478802993
368,K20_incid,12,17,79.98783739733383,80.97262733859688,53.06547384979999
369,K20_incid,12,20,79.24006630788304,81.09573648357895,54.774474831499994
370,K20_incid,12,21,79.38849111560378,80.796226925914,51.9591026405
371,K20_incid,12,22,79.50125973971461,79.88413662285602,54.890916382600004
372,K20_incid,12,23,80.38719290609676,81.44034503294995,51.429488426400006
373,K20_incid,12,24,79.2566205779618,81.01895768531031,51.5317334391
374,K20_incid,13,5,78.68739734958835,80.74636391043137,54.1034482759
375,K20_incid,13,6,77.92066712319391,81.66778556845284,51.9731785428
376,K20_incid,13,8,77.55308711299156,81.00113370536003,52.8148676171
377,K20_incid,13,10,78.84811904357579,81.48930540071149,53.229137760200004
378,K20_incid,13,11,79.70055589944404,80.06315599982409,52.5003992016
379,K20_incid,13,12,81.75491596530699,83.2728293708743,52.5128205128
380,K20_incid,13,17,79.44111068863306,80.07620998982469,52.9243243243
381,K20_incid,13,18,79.22075987977297,81.4047422803377,52.5545239036
383,K20_incid,13,23,78.80231176035484,80.38350805250165,52.4646160032
384,K20_incid,13,24,80.58631390993868,81.12559740002264,52.4835378921
385,K20_incid,13,26,78.87398989029343,79.62891312325837,53.5512066518
386,K20_incid,14,2,79.30002446314805,81.21193348658362,54.580779118100004
387,K20_incid,14,4,79.29306128685779,80.99762686215061,53.72813801310001
388,K20_incid,14,6,77.36874886389184,79.12041356916596,54.830039525699995
389,K20_incid,14,7,77.93393770432483,79.90127515122536,54.9284253579
390,K20_incid,14,8,78.04220940987449,80.39754606102598,52.6508323183
391,K20_incid,14,9,78.9329481152093,79.92117671621881,53.5651120533
392,K20_incid,14,11,77.66357322875206,78.50431556256498,53.7050960735
393,K20_incid,14,13,78.96072614450674,80.55153060954461,53.0848848849
394,K20_incid,14,15,76.3132167694994,79.71952622956009,53.4597652976
395,K20_incid,14,18,78.4012269688032,80.54558468597355,52.7463198225
396,K20_incid,14,20,76.8092271549645,80.37379867659934,51.1906534326
397,K20_incid,14,23,77.51838004717837,80.94269282732341,53.4106417547
398,K20_incid,15,2,79.51649742541045,81.58311723579618,52.3013160479
399,K20_incid,15,5,79.24746033282352,81.33891300030108,52.4138680363
400,K20_incid,15,6,80.25154036109642,81.43577563764694,51.950506625100004
401,K20_incid,15,7,81.87062504119336,83.39927369679505,51.54065647149999
402,K20_incid,15,8,79.92697245599132,81.26807453868264,51.9874509804
403,K20_incid,15,9,79.83302052825479,80.71473611151774,53.189328063199994
404,K20_incid,15,11,79.78689101244895,80.0077226299141,54.3971673649
405,K20_incid,15,12,80.11800042431726,81.48676173106239,53.0138482543
406,K20_incid,15,13,80.1863666864836,81.05336603928346,54.7227121301
407,K20_incid,16,3,79.27704783167842,81.36874954900162,53.6775913129
408,K20_incid,16,5,79.71803067153148,81.40162317188516,52.2204089658
409,K20_incid,16,6,79.4585821837407,81.20206649016771,53.7931306751
410,K20_incid,16,9,77.52165894440066,79.36116558201628,53.557234527
411,K20_incid,16,10,78.02425791288049,80.00873175996324,53.9536923705
412,K20_incid,16,11,78.48202636405148,80.32318704488621,54.1483127905
413,K20_incid,16,12,79.14500391315853,80.03234536516051,53.193243515
414,K20_incid,16,13,77.6337294775031,78.74816861186945,53.0541553843
415,K20_incid,16,15,78.98737723699118,80.85281824451322,53.235493519399995
416,K20_incid,16,17,76.82810542942678,79.86232854338559,52.8396343997
417,K20_incid,16,21,78.38163255268394,80.89328923379794,53.292829885500005
418,K20_incid,17,6,80.01319855572133,80.39109853033358,55.146848989300004
419,K20_incid,17,7,78.9979152743459,80.03942825440781,55.7702076194
420,K20_incid,17,9,79.53265933254283,79.91050499070406,58.2485456369
421,K20_incid,17,10,78.83258476038883,80.31760629297136,56.4054761425
422,K20_incid,17,11,78.85041986644157,79.780311053502,56.7373860182
423,K20_incid,17,12,80.01031698233176,81.09587612722359,57.041642113500004
