folder,image,object,minor_axis,major_axis,mean_gray
K0_incid,18,8,72.47683358252858,73.34576687618338,70.3706276953
K0_incid,18,9,72.61263892269596,73.045889243428,71.0621848739
K0_incid,18,10,71.5462172442567,73.53544924138346,70.7361413701
K0_incid,18,12,72.90836816436686,73.30364178714046,71.9306647605
K0_incid,18,14,71.71715478299177,73.00369755506784,69.5716370713
K0_incid,18,15,72.18189830295992,74.4027183497438,68.9855278766
K0_incid,18,16,73.20448495629901,73.81106956868142,70.2429884516
K0_incid,18,17,71.71525468205346,73.45826995950317,68.8996857626
K0_incid,18,18,71.46498838388945,73.5356966051114,69.7550278653
K0_incid,18,19,72.13148980190893,72.80770425919238,69.2635790495
K0_incid,18,20,72.33006948193876,72.88670228580084,68.7504830918
K0_incid,18,22,73.1782906461216,74.88124785746847,70.0557880056
K0_incid,18,23,71.83780059127365,72.75456981938645,69.0350877193
K0_incid,18,24,72.62912545280527,73.2295046218786,69.5193965517
K0_incid,19,4,72.32294444315448,74.48834323605118,69.5384433404
K0_incid,19,5,72.71283672293347,74.36003102758681,71.4963486455
K0_incid,19,6,73.35163673848898,74.91170023080791,71.3382045929
K0_incid,19,7,0.0,0.0,128.0
K0_incid,19,8,73.2124624344721,73.55930770970245,73.3317569165
K0_incid,19,9,73.8064658522309,74.43946451343147,71.1847473343
K0_incid,19,10,73.57112594613213,74.01367382488931,73.4985968195
K0_incid,19,11,72.61825010802401,75.15341694112963,72.6386554622
K0_incid,19,12,74.56430391439375,74.72319574681943,73.9510857143
K0_incid,19,13,73.12242799977861,75.13294456920549,72.77770051
K0_incid,19,14,73.07888168054721,73.99681348895865,72.794865756
K0_incid,19,15,72.55333977053218,73.33151615244695,71.6339478094
K0_incid,19,16,73.3806077416833,74.29154415526871,74.1485981308
K0_incid,20,4,73.67419485181466,74.39819370248492,74.3576914126
K0_incid,20,5,72.60596579040467,74.21246474439764,74.4660194175
K0_incid,20,6,73.10274277962236,74.22766970434557,75.2360131641
K0_incid,20,7,72.8591040373232,73.38568911409814,75.2053912214
K0_incid,20,10,71.98465759906857,73.56001726483154,75.2247109827
K0_incid,20,11,73.51557780323537,73.92565646868907,75.1450704225
K0_incid,20,17,72.74248534413749,73.88795493217876,75.1967718965
K0_incid,20,18,73.43867666470392,74.69643648681212,75.1944638288
K0_incid,20,22,73.01172077318954,73.4995001844008,74.1638135996
K0_incid,20,23,73.98421524642033,74.81629125865317,75.5494581508
K20_incid,1,3,78.62241349453087,81.59649888467501,54.8530871551
K20_incid,1,4,79.7185504279449,82.06876552477341,55.5625851664
K20_incid,1,5,78.97285205482548,80.62042522219836,54.3403361345
K20_incid,1,6,76.7843567336474,79.41020263161546,54.9452798663
K20_incid,1,7,79.31348999214585,79.49655824204093,54.0708947687
K20_incid,1,10,79.97399567097536,80.72353680549537,53.5245610574
K20_incid,1,11,82.03560612684404,83.27183941996441,54.0572440798
K20_incid,1,14,80.79161698257437,82.14459916116546,53.4912684705
K20_incid,1,17,79.43768294660961,80.69793986267821,53.0675541427
K20_incid,2,4,78.41446502934745,80.54203582268809,57.3147177419
K20_incid,2,5,78.36788307119743,80.49579953125082,52.2769479209
K20_incid,2,8,79.31898972127973,79.77730579601939,52.5357214731
K20_incid,2,10,80.84025418858525,82.71355200939844,53.6709222561
K20_incid,2,11,79.54032493398564,81.19002003563219,51.121672254
K20_incid,2,12,77.56111564376015,79.07385726733342,51.6756082346
K20_incid,2,13,76.46631318657244,79.07043988455108,53.4661891721
K20_incid,2,14,77.56115790983937,79.37921077795805,53.0483971044
K20_incid,2,15,81.83398457474372,83.02183689853719,51.8770384255
K20_incid,2,17,79.3746654038922,80.62202361524524,49.9564179104
K20_incid,2,20,77.30401283459166,80.79192629037678,50.5462887439
K20_incid,2,27,79.05664010393109,79.95699057731207,52.7136812412
K20_incid,2,28,80.41079150979722,81.15922555053639,53.1422152764
K20_incid,3,6,78.52167635494332,79.59611822768291,52.424872579
K20_incid,3,7,79.64704937721997,80.62473320530574,55.3653502679
K20_incid,3,9,78.95847647106753,80.51888519670504,52.14749499
K20_incid,3,11,76.35156490331461,79.67674420794417,53.8193250891
K20_incid,3,13,77.79504005747121,79.85476913929914,53.1183589744
K20_incid,3,14,75.19578567040209,77.18764280012779,52.0781902043
K20_incid,3,17,76.28977478663559,78.46387634800354,52.011286201
K20_incid,3,23,82.01179064574023,85.95060435729482,48.7881034171
K20_incid,3,24,78.12649127914143,80.45475478997773,51.3736820762
K20_incid,3,25,0.0,0.0,42.0
K20_incid,3,26,0.0,0.0,43.0
K20_incid,3,28,0.0,0.0,56.0
K20_incid,3,29,0.0,0.0,75.0
K20_incid,3,30,0.0,0.0,109.0
K20_incid,4,3,78.03987037280211,79.55894809114034,51.6456450288
K20_incid,4,8,79.7119438361585,80.454307407156,52.808142999
K20_incid,4,10,79.39917159038451,81.45987675969431,52.2955306163
K20_incid,4,13,78.77023709507749,79.75832457140137,52.8293473855
K20_incid,4,14,78.7651231887021,80.009604522285,52.3802788442
K20_incid,4,21,0.0,0.0,130.0
K20_incid,4,23,0.0,0.0,88.0
K20_incid,4,25,0.0,0.0,77.0
K20_incid,4,26,79.65649335711308,81.44053680398456,54.9770182675
K20_incid,4,28,80.14947192986922,80.59462629300869,55.6461994077
K20_incid,4,29,78.66682743599628,80.77305040919313,54.0435568045
K20_incid,4,30,79.79488004744083,81.50365242835801,55.1146671903
K20_incid,4,34,0.0,0.0,117.0
K20_incid,5,3,80.11915784957189,81.18830153241042,53.0841816758
K20_incid,5,5,77.99254888040066,80.51673784629129,53.7213546948
K20_incid,5,6,79.38297192936612,81.0700700585154,53.1021579885
K20_incid,5,10,79.85102384900608,82.88606816077282,50.7546661536
K20_incid,5,12,79.41905832503154,80.35539663823685,52.8193973259
K20_incid,5,13,79.54347265007334,80.86916729464474,51.4876262126
K20_incid,5,18,78.90330602746275,79.66760525195812,51.3631386861
K20_incid,5,19,79.36142831392058,81.55906136799273,51.8778280543
K20_incid,5,21,78.77809660670958,81.23308699534331,51.5657711443
K20_incid,6,5,78.66692991772588,80.59452510627622,51.5253215434
K20_incid,6,6,77.36550447262238,79.76491545153544,51.6477507222
K20_incid,6,8,78.68311867782725,80.15877079330872,51.9232788209
K20_incid,6,9,78.03648576575785,80.36540191563888,51.5482233503
K20_incid,6,10,80.28564129683161,81.98706813087729,52.0435371517
K20_incid,6,12,79.09676574146036,81.70694199990645,51.4019704433
K20_incid,6,21,77.48529811834406,80.79303456325742,52.2681233408
K20_incid,7,1,79.27444038223516,81.25910374220423,53.5106803797
K20_incid,7,2,77.16830593754253,79.86311073782535,53.2817279868
K20_incid,7,4,78.68185344051552,79.36043120317987,53.4516523868
K20_incid,7,5,82.17719971123785,82.84277253799603,51.9148577844
K20_incid,7,6,78.97806202940806,79.87521008174632,51.9983844911
K20_incid,7,7,77.68666367839498,79.08646875628807,53.1596516691
K20_incid,7,11,81.57537541252509,82.05583792343471,51.2219261515
K20_incid,7,14,80.85132021027121,82.83240439771576,53.6553693831
K20_incid,7,15,78.0238502916709,80.7259170948283,52.3345469256
K20_incid,7,16,80.70030065095905,81.87502812953115,53.1759938248
K20_incid,7,18,79.88664633882252,81.19986252745824,51.6540954626
K20_incid,7,26,77.72795827650127,80.78596481948878,50.2927671678
K20_incid,8,1,78.65283117879187,81.19510260024626,52.8878019565
K20_incid,8,2,78.33151207298772,79.80178499424622,54.5123293255
K20_incid,8,3,79.40290406102055,80.41864737366977,56.3833566154
K20_incid,8,4,79.89925654707254,81.22392123794836,52.8173605656
K20_incid,8,5,79.89539621837449,82.02070840223506,54.6060664982
K20_incid,8,7,77.47833022452554,80.2974296758158,52.5289780872
K20_incid,8,8,78.55758774924833,80.50022439176283,54.9683722804
K20_incid,8,9,78.16650805237502,80.68665524116359,54.7259139568
K20_incid,8,12,79.30260388451588,82.73693576583472,53.523434423
K20_incid,8,21,77.68668867509685,80.23655096836838,58.264309076
K20_incid,9,7,78.5111315218177,80.07728420707777,51.9977719263
K20_incid,9,8,79.26034507502442,80.48338799297605,51.2066280695
K20_incid,9,10,79.08926740009287,80.30842559887536,51.8058953279
K20_incid,9,11,79.90234325128293,80.65482981937086,51.776921557
K20_incid,9,12,78.18542005070358,81.40563306407986,52.6444577831
K20_incid,9,14,80.92091289416557,82.82186394374759,51.1259737792
K20_incid,9,15,78.49219419100307,81.68568145025127,51.5853367773
K20_incid,9,16,80.19904486647646,80.5178403567293,52.6580556103
K20_incid,9,18,79.46369783064493,80.73854907066675,51.6585946804
K20_incid,10,2,77.82296290295237,81.168381943924,56.4102564103
K20_incid,10,5,80.37345016195088,80.87533255698104,55.9125833007
K20_incid,10,7,76.8277327896513,79.48665896653672,56.7237638222
K20_incid,10,8,77.93323722432206,80.96438749774293,55.7641357027
K20_incid,10,9,80.65417413735325,82.34907099127537,51.9251439539
K20_incid,10,11,79.91129431042489,80.6026393849454,55.4554808073
K20_incid,10,12,80.11863101301758,80.877226267228,53.8987217306
K20_incid,10,16,79.16713706189898,80.00485388655977,54.1987127916
K20_incid,10,17,80.21589966638773,81.11988967572836,54.3931088489
K20_incid,10,19,79.18664967891945,80.22996642516777,54.4897713598
K20_incid,10,20,77.89506294688343,80.90369478165364,52.6207802709
K20_incid,10,22,79.34708356429427,80.31953793442996,53.1678992604
K20_incid,10,24,79.19782855788952,79.97577379054766,54.0931214803
K20_incid,11,2,79.39474896155038,80.56331761739139,57.3259008561
K20_incid,11,3,79.57104907662183,80.22177431780781,56.6150009974
K20_incid,11,4,78.97563693889477,79.48760817288577,57.9983772819
K20_incid,11,5,77.40807086798941,80.02847415691463,55.9383223684
K20_incid,11,6,78.29922306790847,81.33952640193559,53.6646670666
K20_incid,11,9,78.28963269170774,79.49370253909007,55.2994269341
K20_incid,11,10,78.83665092267911,80.50990637476127,51.875780149
K20_incid,11,12,79.50235721065899,82.60717964510968,51.9072886297
K20_incid,11,14,80.59614111206042,82.23282933271703,51.3018831668
K20_incid,11,15,81.72731306177337,83.4875754368794,52.5170804555
K20_incid,11,16,78.15692528525386,78.5988761284139,51.6770315091
K20_incid,11,18,80.48979850557414,80.78401142964634,51.8444966706
K20_incid,11,19,79.41074290597537,80.7508684297166,53.5723932473
K20_incid,11,20,81.5058006842777,82.31143272528763,51.9698177677
K20_incid,12,3,81.14229122252343,81.80534716717297,57.8478802993
K20_incid,12,13,0.0,0.0,70.0
K20_incid,12,15,0.0,0.0,115.0
K20_incid,12,17,79.98783739733383,80.97262733859687,53.0654738498
K20_incid,12,20,79.24006630788305,81.09573648357895,54.7744748315
K20_incid,12,21,79.38849111560378,80.796226925914,51.9591026405
K20_incid,12,22,79.50125973971461,79.88413662285602,54.8909163826
K20_incid,12,23,80.38719290609677,81.44034503294995,51.4294884264
K20_incid,12,24,79.2566205779618,81.01895768531031,51.5317334391
K20_incid,13,5,78.68739734958835,80.74636391043138,54.1034482759
K20_incid,13,6,77.92066712319391,81.66778556845284,51.9731785428
K20_incid,13,8,77.55308711299156,81.00113370536003,52.8148676171
K20_incid,13,10,78.8481190435758,81.48930540071149,53.2291377602
K20_incid,13,11,79.70055589944404,80.0631559998241,52.5003992016
K20_incid,13,12,81.75491596530699,83.2728293708743,52.5128205128
K20_incid,13,17,79.44111068863306,80.07620998982469,52.9243243243
K20_incid,13,18,79.22075987977297,81.40474228033771,52.5545239036
K20_incid,13,22,0.0,0.0,98.0
K20_incid,13,23,78.80231176035485,80.38350805250165,52.4646160032
K20_incid,13,24,80.58631390993868,81.12559740002264,52.4835378921
K20_incid,13,26,78.87398989029344,79.62891312325837,53.5512066518
K20_incid,14,2,79.30002446314805,81.21193348658362,54.5807791181
K20_incid,14,4,79.2930612868578,80.99762686215061,53.7281380131
K20_incid,14,6,77.36874886389185,79.12041356916596,54.8300395257
K20_incid,14,7,77.93393770432483,79.90127515122536,54.9284253579
K20_incid,14,8,78.04220940987449,80.39754606102599,52.6508323183
K20_incid,14,9,78.9329481152093,79.92117671621882,53.5651120533
K20_incid,14,11,77.66357322875207,78.50431556256498,53.7050960735
K20_incid,14,13,78.96072614450674,80.55153060954461,53.0848848849
K20_incid,14,15,76.3132167694994,79.71952622956009,53.4597652976
K20_incid,14,18,78.40122696880321,80.54558468597354,52.7463198225
K20_incid,14,20,76.8092271549645,80.37379867659934,51.1906534326
K20_incid,14,23,77.51838004717838,80.94269282732341,53.4106417547
K20_incid,15,2,79.51649742541046,81.58311723579617,52.3013160479
K20_incid,15,5,79.24746033282352,81.33891300030108,52.4138680363
K20_incid,15,6,80.2515403610964,81.43577563764694,51.9505066251
K20_incid,15,7,81.87062504119338,83.39927369679505,51.5406564715
K20_incid,15,8,79.92697245599133,81.26807453868264,51.9874509804
K20_incid,15,9,79.83302052825479,80.71473611151774,53.1893280632
K20_incid,15,11,79.78689101244896,80.0077226299141,54.3971673649
K20_incid,15,12,80.11800042431727,81.48676173106239,53.0138482543
K20_incid,15,13,80.1863666864836,81.05336603928346,54.7227121301
K20_incid,16,3,79.2770478316784,81.36874954900162,53.6775913129
K20_incid,16,5,79.71803067153148,81.40162317188516,52.2204089658
K20_incid,16,6,79.4585821837407,81.2020664901677,53.7931306751
K20_incid,16,9,77.52165894440066,79.36116558201628,53.557234527
K20_incid,16,10,78.02425791288049,80.00873175996323,53.9536923705
K20_incid,16,11,78.48202636405149,80.32318704488621,54.1483127905
K20_incid,16,12,79.14500391315853,80.03234536516052,53.193243515
K20_incid,16,13,77.6337294775031,78.74816861186943,53.0541553843
K20_incid,16,15,78.98737723699118,80.85281824451322,53.2354935194
K20_incid,16,17,76.82810542942678,79.86232854338559,52.8396343997
K20_incid,16,21,78.38163255268393,80.89328923379794,53.2928298855
K20_incid,17,6,80.01319855572133,80.39109853033358,55.1468489893
K20_incid,17,7,78.9979152743459,80.03942825440782,55.7702076194
K20_incid,17,9,79.53265933254285,79.91050499070407,58.2485456369
K20_incid,17,10,78.83258476038883,80.31760629297136,56.4054761425
K20_incid,17,11,78.85041986644156,79.780311053502,56.7373860182
K20_incid,17,12,80.01031698233177,81.09587612722359,57.0416421135
K20_incid,17,13,77.13584679282603,80.35705830544023,59.429454171
K20_incid,17,14,79.52129598964413,79.94295875399919,59.0918387808
K20_incid,18,3,78.27187334740256,80.17868389952001,54.6314935065
K20_incid,18,6,79.2390498261281,80.4323567979115,54.1228771229
K20_incid,18,8,78.20492048139776,80.81261185425963,54.6080209593
K20_incid,18,9,80.3306674246137,80.62805188500722,56.3271726308
K20_incid,18,10,80.2387072821859,81.56928638135538,54.9439688716
K20_incid,18,11,78.64764008545735,79.97505286460496,54.8131200648
