Id,Label,isseed,seedrank,publishedat,duration,channeltitle,channelid,videocategorylabel,viewcount,likecount,dislikecount,dislikelikeratio,favoritecount,commentcount,componentnumber,hasmisinformation,misinformationcode,brandad
CfhqdizHApM,Tomando vacina febre amarela. Escandalosa??!! Euuuuu??????,no,,1491421826,00:03:14,Isabela Soares,UCrSYAKKH6gYD04KA-0ZkLAQ,Entertainment,11009801,63956,12334,0.192851,0,,0,N,,Gretel and Hansel; Happsy
nT9Z4VsMLTg,Dia de Vacina,no,,1557014405,00:15:05,Tia Dani,UCR2IONXExRWEGxREw7lXHCQ,People & Blogs,6765178,46598,13786,0.29585,0,,0,N,,SparkMotion
vdD8IfWibQ0,TIPOS DE BEBÊS TOMANDO VACINA - VACINEI A DOUTORA,no,,1480161675,00:10:05,Emilly Loise,UCQ1LWE9p0i3HxIpDZjiOKjg,Entertainment,6572438,35507,6274,0.176698,0,,0,N,,1thek; VIDI Toyota; Woolliment
VTG8o6TxOjk,EXPECTATIVA VS REALIDADE TOMANDO VACINA,no,,1510084803,00:07:27,Gustavo TV,UCT0ECF7TihWahDqpU2i9tQA,Entertainment,2583229,31839,3978,0.124941,0,,0,N,,Maxi-Mag Moldova
jvNfyla1wHs,Campanha Nacional de Vacinação contra a Poliomielite e Sarampo (30 ),no,,1533044859,00:00:30,Ministério da Saúde,UC12zKGLhMhDeDidoctM6BrA,Nonprofits & Activism,2079035,75,6,0.08,0,8,0,N,,
ALulSvxSL3o,Campanha de Vacinação contra o Sarampo - 20 a 29 anos,no,,1574086690,00:00:30,Ministério da Saúde,UC12zKGLhMhDeDidoctM6BrA,Nonprofits & Activism,1929773,230,5,0.021739,0,10,0,N,,
dZVPiR8fJB8,VACINA - POLÊMICA DA SEMANA,no,,1541253605,00:04:42,Porta dos Fundos,UCEWHPFNilsT0IfQfutVzsag,Entertainment,1591837,120101,4011,0.033397,0,4482,0,N,,
UM_mnIhHOXs,VACINAS FAZEM MAL? Nostalgia Ciência,yes,16,1545400804,00:12:29,Canal Nostalgia,UCH2VZQBLFTOp6I_qgnBJCuQ,Entertainment,1363152,230561,2996,0.012994,0,7802,0,N,,
zZDkk31QHHg,Tomei vacina 💉 e chorei 😂😂,no,,1487812575,00:06:54,Eu você e nós,UC6nYtmaMh43WUQW5YeopuNg,People & Blogs,634749,25351,1299,0.051241,0,,0,N,,Cheerios; Lífshlaupid
MiIZlSNAu0E,EXISTE PERIGO NA VACINA? | Nerdologia,yes,44,1398951771,00:06:53,Nerdologia,UClu474HMt895mVxZdlIHXEA,Science & Technology,588497,59086,945,0.015994,0,3707,0,N,,
-emUlUIcKZE,ELA TEVE QUE TOMAR TRÊS VACINAS!!!!!,no,,1554833687,00:12:06,Familia Jones,UC3PLVO-mt6ZQLiySKdJedCA,Entertainment,420288,32768,347,0.01059,0,,0,N,,Anuel AA; AUR; ELKO; Krónan;  Mjolkursamsalan; Organifi
eZv0e_qSYbk,FAKE NEWS SOBRE VACINA - Ep. 1258,no,,1534645253,00:11:29,Cadê a chave?,UCtrjFP7i92_30uv6IehwE5Q,Entertainment,418373,71561,2392,0.033426,0,2303,0,N,,
m8BvYiDeuYY,TOMANDO VACINA COM MEU NAMORADO! *Zabetta Macarini*,no,,1562962501,00:06:46,Zabetta Macarini,UCbxeWUKWro8bMscsa36-BtA,Entertainment,359379,21854,360,0.016473,0,639,0,N,,ROOMS TO GO
Ohug1xSNm_o,TOMANDO VACINA - TREMI E MORRI DE MEDO  SIM!,no,,1504544994,00:10:22,Sweet Carol,UCTFCMkTZPwi_PjerXYxDscA,Entertainment,310142,9468,420,0.04436,0,699,0,N,,Teos; Valenta Pharm
aX5yDUtHY48,TOMAMOS 9 VACINAS EM UM DIA - ROTINA COM OS GÊMEOS GALVÃO,no,,1551304800,00:21:56,Yasmin Galvão,UCOQ_KwPhg3IZbigiK7NCnfQ,People & Blogs,298315,16449,455,0.027661,0,,0,N,,DAZN; MasterClass; McDonalds
LnfzwZxL7bA,Vacinas do segundo mês do bebê: Reações? Rede pública? Rede privada?,no,,1470963601,00:13:22,Thalita Campedelli,UClRUPXBd3zP3O1KCSeiMA2Q,People & Blogs,211272,3742,284,0.075895,0,,0,N,,AirMedCare Network
syA6bkZMd6s,A verdade sobre a febre amarela e a vacina - Dr Lair Ribeiro,no,,1517357720,01:32:26,Minha Saúde - Curas Naturais ,UCwQhAc44SfDvhdCQiHluBVQ,People & Blogs,209409,7753,343,0.044241,0,367,0,Y,H; E; L; O,7 Springs Orthopedics; Banza; Boiron; Datrium; Erie Metal Roofs; Lume Deodorant; PragerU; RapidfFN; Spotify; Ticketmaster
hUvHKz3ugOg,Vacinas valem a pena? (#Pirula 78.1),yes,41,1398949205,00:32:14,Canal do Pirulla,UCdGpd0gNn38UKwoncZd9rmA,Science & Technology,208147,16993,370,0.021774,0,1234,0,N,,Elgiganten; Kinder; TUI
tL4QF9avDts,TOMANDO VACINA DE NOVO... AINDA TEMOS MEDO!!! MAS TEM GENTE PIOR...RSRS,no,,1570375802,00:13:03,Gemeas Japonesas,UCJMH8GNRXMjr2uGci28v9_g,People & Blogs,194867,4151,277,0.066731,0,,0,N,,GLAS
fKhz2YOjU7U,REAÇÕES À VACINA – COMO AJUDAR O SEU BEBÊ | Monica Romeiro,no,,1535029208,00:08:10,Almanaque dos Pais,UCy7oVBYY0FGXeeJpy6ITXxQ,People & Blogs,185221,10045,229,0.022797,0,375,0,N,,KRY; Radisson Hotels
M9vTSPBz034,BEBÊ TOMOU A VACINA DE 3 MESES  VARRENDO NOSSO APÊ E MAIS | VLOG,no,,1547064005,00:10:32,Mari Cavilha,UCOS_wL35NuMn8qLASOQqfUQ,People & Blogs,177111,22352,1049,0.046931,0,,0,N,,Dyson; Ford; GLAS; Metro The Game; Starflow
YEkJKC5mgBs,VACINAS  Ele dissse tudo ISSO!! sob juramento em um tribunal (INCRÍVEL E TENEBROSO),no,,1558353623,00:20:07,nutrição Alimentos & Cia,UCQNi2fXhCHRu8-b-w29SMCA,Education,173683,10439,477,0.045694,0,1233,0,Y,O; E; M,Bondic; Health and Wellness Tools
tUjSyGuprTs,Vacinas são mesmo perigosas pra você? | Minuto da Terra,no,,1466776805,00:03:15,Minuto da Terra,UCB0zinWfy-dS_NqcOINYo3A,Science & Technology,173199,9483,82,0.008647,0,424,0,N,,Guts & Gusto; Moes Complex
aUtyGkG9DSc,TIPOS DE BEBÊS RECEM-NASCIDOS TOMANDO VACINA COM BEBÊ REBORN- GABI REBORN,no,,1573253233,00:10:45,gabi reborn,UCk5P5ft8WxlmBrvwmqmYLwQ,Entertainment,167140,8989,343,0.038158,0,291,0,N,,Alpro; Cluse; Diesel; Otrivin; Seats and Sofas; Wolfgang Digital
4lWjrOEp6FA,Super Vacina Natural Contra a Gripe Dr Lair Ribeiro,no,,1535494305,00:03:23,O Melhor Para Você,UCVPdtCCsEsem4hyVwS_GzOQ,People & Blogs,164691,11400,119,0.010439,0,272,0,Y,L,
X6AzUMm6W0c,Desmentindo a Globo AO VIVO Sobre as Campanhas de VACINAÇÃO!,no,,1493298326,00:05:43,FOGO VIVO de YAUH יהוה,UCIFYUiFUWCQzDc9nc6KY2Ig,People & Blogs,164064,2492,300,0.120385,0,499,0,Y,N; D; E; J,
JaMDUQyG0as,DEVO OU NÃO ME VACINAR CONTRA GRIPE? (Tiago Rocha),no,,1493939645,00:05:31,Palestrante Tiago Rocha,UCfMqB9cB9RfC1r2CMPnYDNw,People & Blogs,154111,9528,209,0.021935,0,491,0,Y,L,
ra_ebPTgzzw,Vacinas e Soros,no,,1376920211,00:05:47,SAS Educacao,UCNjPniJ9bZuCDQXCRqNsCBQ,Education,150417,3247,41,0.012627,0,127,0,N,,
FvXye0_Cwok,Quem deve tomar a vacina contra o sarampo | Coluna #117,no,,1565618403,00:04:33,Drauzio Varella,UC9zqTTVeClpqMQ5CLuJdWtw,Science & Technology,148683,9842,137,0.01392,0,378,0,N,,Coca-Cola; Colgate
GVZ_YGr2m5o,Por que existem ingredientes tóxicos nas vacinas? | Minuto da Terra,no,,1464703200,00:03:04,Minuto da Terra,UCB0zinWfy-dS_NqcOINYo3A,Science & Technology,133142,8055,64,0.007945,0,196,0,N,,FBTO; The Searchers
4-OgRxfZChA,como funciona a vacina,no,,1250610486,00:01:33,verdadeoculta,UCPHXtAKuUXPOwdEUzMgSD0A,Science & Technology,128125,597,45,0.075377,0,100,0,N,,Motiv-Academy
2p9vqg8_Hsk,Por que existe gente antivacinas? (OU: o tempo algoz das memórias) (#Pirula 267),no,,1538103407,00:21:43,Canal do Pirulla,UCdGpd0gNn38UKwoncZd9rmA,Science & Technology,126844,17986,321,0.017847,0,1703,0,N,,Get Green Juice; Zwerfkei
duiI2RyeY4c,LEVAMOS A BEBÊ PARA VACINAR | Priscila Simões,no,,1540128281,00:12:20,Priscila Simões,UCyE4KeQg54Bx34LxQB22xkw,People & Blogs,125422,19137,158,0.008256,0,516,0,N,,Dyson; OPP Finans; Radisson Hotels; VG Pluss
fpQ5P5wVTWY,Vacina da Febre Amarela - Tomar ou Não? • Dr. Alexandre Feldman,no,,1516826526,00:15:13,Alexandre Feldman,UCi2zMfox-UpFGAFfsMXqYfQ,Science & Technology,112930,3362,271,0.080607,0,245,0,N,,IKEA; Polizei NRW
KdCCbazbKAI,⚠️VEJA A VERDADE POR DETRÁS DA VACINA DA FEBRE AMARELA | Hangout Dr Lair Ribeiro.,no,,1517357689,01:32:26,U MIÓ QUE TÁ TENO,UC4F32QLrpDmmRrozxr9z59g,Science & Technology,112039,6897,186,0.026968,0,398,0,Y,H; E; L; O,Buscopan; Incredible India; Japan Gov; Kia; Philips; SEAT
EhpjwaXnmv4,Quais Vacinas a Gestante Deve Tomar?,no,,1480108738,00:03:20,Dr. Igor Padovesi,UC3O9y5JRSBqn4YhCEvBys_Q,People & Blogs,111962,7329,79,0.010779,0,235,0,N,,Zuruck Zum Ursprung
xFZCZXckG60,Dúvidas sobre a Vacina contra Sarampo | Dra Ana Escobar,yes,42,1532617668,00:03:11,Dra Ana Escobar,UCKtJs_zI1yzswHDWqkqHtWw,Education,105977,206,6,0.029126,0,18,0,N,,Land Rover; Philips
LEmxXprE_sg,A TÃO TEMIDA VACINA DE 2 MESES  ALICE TEVE REAÇÃO  FEBRE E MUITO CHORO | VLOG,no,,1544126401,00:15:37,Mari Cavilha,UCOS_wL35NuMn8qLASOQqfUQ,People & Blogs,104517,14591,447,0.030635,0,,0,N,,Ascension; bellafill; Challenge Accepted; Google; GoPro; New Orleans; Nicorette
m6XH3c1uz7M,Especialista fala dos efeitos colaterais da vacina da gripe,no,,1337363478,00:06:38,Jovem Pan News,UCP391YRAjSOdM_bwievgaZA,News & Politics,102496,718,181,0.252089,0,311,0,N,,turbotax; Walgreens
1JFqv8Ks81Y,Anti-vacinas  terraplanistas e punh....gorilas (#Pirula 214),no,,1496581816,00:23:35,Canal do Pirulla,UCdGpd0gNn38UKwoncZd9rmA,Science & Technology,99574,11328,291,0.025689,0,839,0,N,,Alternative Apparel; Preparation H; Primatene; Ticket Master
1NnFE7x7K9o,Carteiras de vacina em dia | Dra Ana Escobar,no,,1531920636,00:01:56,Dra Ana Escobar,UCKtJs_zI1yzswHDWqkqHtWw,Education,97017,115,1,0.008696,0,7,0,N,,
GlOaGXP1tPI,Domingo Espetacular conversa com pais que decidiram não vacinar os filhos,no,,1502109491,00:12:50,Domingo Espetacular,UCP-Vg2PcmLiWpEdvMI1R35w,Entertainment,96276,1705,154,0.090323,0,2630,0,Y,J; E; L; O; F,
WbWimhT7lxk,Campanha de Vacinação contra a Poliomielite e Sarampo (60 ),no,,1533044929,00:01:00,Ministério da Saúde,UC12zKGLhMhDeDidoctM6BrA,Nonprofits & Activism,95427,614,115,0.187296,0,46,0,N,,
TP-7tk1hOxs,VACINAS NO BRASIL | DOSE DE ATUALIDADES | DESCOMPLICA,no,,1571580002,00:13:00,Descomplica,UCT0JugAtGmqiYkwxFZOwAtg,Education,80679,8887,44,0.004951,0,212,0,N,,
rv5HImuSutA,Doses da vacinação contra a hepatite B | Drauzio Comenta #69,no,,1506952804,00:02:25,Drauzio Varella,UC9zqTTVeClpqMQ5CLuJdWtw,Science & Technology,79633,3076,41,0.013329,0,143,0,N,,
ZrreJeV_-HQ,Saiba quem não deve tomar a vacina contra febre amarela,no,,1516364816,00:03:19,SP no Ar,UCQKBmUf2GZUXRQFpzCPN5og,News & Politics,76973,590,64,0.108475,0,111,0,N,,
2XyfJx14ygc,Febre amarela: saiba se você precisa tomar a vacina | Dr. Salim | Jovem Pan,no,,1494883417,00:05:16,Jovem Pan News,UCP391YRAjSOdM_bwievgaZA,News & Politics,75959,1076,116,0.107807,0,160,0,N,,
iCoBbzfFZXw,Tire todas as dúvidas sobre o sarampo e a campanha de vacinação,no,,1563991555,00:02:45,Catraca Livre,UCv2svvDbMNunUuPs8hUUKVA,News & Politics,74880,1325,105,0.079245,0,88,0,N,,
HDWPA6RlV5c,Minha experiência de quase morte com a vacina da febre amarela,no,,1516541415,00:05:17,Patricia Bencardini,UCRlrE2ZyiPLyS61pgJCIoUA,Comedy,73959,1866,118,0.063237,0,465,0,N,,
A5Q-N3dP7nQ,Vacinação contra gripe | Mitos e verdades,no,,1399062646,00:04:24,Ministério da Saúde,UC12zKGLhMhDeDidoctM6BrA,Nonprofits & Activism,64640,775,78,0.100645,0,0,0,N,,
iwjG2F0J8yc,Vacinação  Saúde Pública e Liberdade de Escolha,no,,1533239398,01:09:40,Biologia Total com Prof. Jubilut,UCG-eghyORxNrzSG8FkAWKyw,Education,62665,5687,91,0.016001,0,291,0,N,,
dohuRW3iBRg,VOCÊ DEVE TOMAR A VACINA DA FEBRE AMARELA?,yes,36,1517493438,00:10:20,Dr. Lair Ribeiro Oficial,UCk9mgpQVdJ5oKQWkM1UPBaQ,Entertainment,58878,4339,107,0.02466,0,370,0,Y,O,
bHx4h10n4TQ,Verdade das vacinas sujas revelada,no,,1275673466,00:07:14,aphomeopatiaTV,UCTGVdd_qB7Rz4X4oAKZ0kyg,People & Blogs,56329,419,19,0.045346,0,38,0,Y,E; C; A; N; H,
